# energy,pi0_pi0_pi0,pi_pi_pi0,pi_e_nu,pi_mu_nu,pi_pi
6.593517502540208e+00,0.000000000000000e+00,4.850070594710949e-04,9.729947357889160e-04,1.256621898781198e-03,1.035738126687647e-05
6.674696205256357e+00,0.000000000000000e+00,4.962225495715116e-04,9.946022615636774e-04,1.284740501625713e-03,1.058330628114281e-05
6.756874371729463e+00,0.000000000000000e+00,5.076844630896668e-04,1.016639770745660e-03,1.313439051679734e-03,1.081364805393719e-05
6.840064307253510e+00,0.000000000000000e+00,5.193977301708147e-04,1.039114140887366e-03,1.342727556997720e-03,1.104847190347099e-05
6.924278468623969e+00,0.000000000000000e+00,5.313673591692771e-04,1.062032280766316e-03,1.372616110567623e-03,1.128784311722256e-05
7.009529466003093e+00,0.000000000000000e+00,5.435984369433825e-04,1.085383710462346e-03,1.403114886320210e-03,1.153182688952295e-05
7.095830064808135e+00,0.000000000000000e+00,5.560961290962822e-04,1.109127146523073e-03,1.434234134811597e-03,1.178048825528990e-05
7.183193187622844e+00,0.000000000000000e+00,5.688656801590122e-04,1.133334197648139e-03,1.465984178562390e-03,1.203389201972847e-05
7.271631916132481e+00,0.000000000000000e+00,5.819124137119823e-04,1.158011837771527e-03,1.498375407036094e-03,1.229210268380915e-05
7.361159493082654e+00,0.000000000000000e+00,5.952417324408962e-04,1.183167046695811e-03,1.531418271238649e-03,1.255518436532573e-05
7.451789324262278e+00,0.000000000000000e+00,6.088591181229155e-04,1.208806804018900e-03,1.565123277920235e-03,1.282320071532753e-05
7.543534980510951e+00,0.000000000000000e+00,6.227701315386793e-04,1.234938082678058e-03,1.599500983359599e-03,1.309621482971136e-05
7.636410199751033e+00,0.000000000000000e+00,6.369804123055793e-04,1.261567842093021e-03,1.634561986710310e-03,1.337428915574970e-05
7.730428889044772e+00,0.000000000000000e+00,6.514956786274843e-04,1.288703020889307e-03,1.670316922887506e-03,1.365748539332244e-05
7.825605126676708e+00,0.000000000000000e+00,6.663217269558611e-04,1.316279407991275e-03,1.706776454972686e-03,1.394586439060906e-05
7.921953164261762e+00,0.000000000000000e+00,6.814644315570333e-04,1.344350633517437e-03,1.743951266113204e-03,1.423948603398890e-05
8.019487428879261e+00,0.000000000000000e+00,6.969297439800397e-04,1.372946714441268e-03,1.781852050892087e-03,1.453840913188569e-05
8.118222525233223e+00,0.000000000000000e+00,7.127236924193257e-04,1.402074409864954e-03,1.820489506142727e-03,1.484269129228206e-05
8.218173237839288e+00,0.000000000000000e+00,7.288523809662193e-04,1.431740414516244e-03,1.859874321181983e-03,1.515238879361807e-05
8.319354533238496e+00,0.000000000000000e+00,7.453219887428609e-04,1.461951348505393e-03,1.900017167433970e-03,1.546755644877581e-05
8.421781562238394e+00,0.000000000000000e+00,7.621387689119869e-04,1.492713746505234e-03,1.940928687415785e-03,1.578824746184016e-05
8.525469662181690e+00,0.000000000000000e+00,7.793090475556387e-04,1.524106290054721e-03,1.982619483055060e-03,1.611451327731225e-05
8.630434359242880e+00,0.000000000000000e+00,7.968392224155774e-04,1.556812960552356e-03,2.025100103308035e-03,1.644640342143952e-05
8.736691370753094e+00,0.000000000000000e+00,8.147357614878291e-04,1.590100191141852e-03,2.068381031045470e-03,1.678396533531146e-05
8.844256607553614e+00,0.000000000000000e+00,8.330052014634794e-04,1.623974178684646e-03,2.112472669172366e-03,1.712724419935675e-05
8.953146176378347e+00,0.000000000000000e+00,8.516541460074474e-04,1.658440972423230e-03,2.157385325946004e-03,1.747628274886128e-05
9.063376382265631e+00,0.000000000000000e+00,8.706892638666135e-04,1.693506459124626e-03,2.203129199455325e-03,1.783112108011191e-05
9.174963730999755e+00,0.000000000000000e+00,8.901172867982926e-04,1.729176347437765e-03,2.249714361223116e-03,1.819179644675369e-05
9.287924931582499e+00,0.000000000000000e+00,9.099450073096269e-04,1.765385701790792e-03,2.297150738890839e-03,1.855834304593202e-05
9.402276898735140e+00,0.000000000000000e+00,9.301792761980734e-04,1.801412082288253e-03,2.345448097944277e-03,1.893079179377321e-05
9.518036755431249e+00,0.000000000000000e+00,9.508269998827069e-04,1.838048058048968e-03,2.394616022436401e-03,1.930917008973893e-05
9.635221835460660e+00,0.000000000000000e+00,9.718951375156167e-04,1.875298320171125e-03,2.444663894662042e-03,1.969350156937051e-05
9.753849686025045e+00,0.000000000000000e+00,9.933906978621995e-04,1.913167288728772e-03,2.495600873737089e-03,2.008380584492007e-05
9.873938070365389e+00,0.000000000000000e+00,1.015320735938649e-03,1.951659091602722e-03,2.547435873032888e-03,2.048009823334411e-05
9.995504970421855e+00,0.000000000000000e+00,1.037692349394448e-03,1.990777542246819e-03,2.600177536414572e-03,2.088238947111451e-05
1.011856858952639e+01,0.000000000000000e+00,1.060512674627122e-03,2.030809506718199e-03,2.653834213229846e-03,2.129068541527900e-05
1.024314735512846e+01,0.000000000000000e+00,1.083788882615959e-03,2.071646779384879e-03,2.708413931992545e-03,2.170498673018104e-05
1.036925992155439e+01,0.000000000000000e+00,1.107528174460827e-03,2.113125621920325e-03,2.763924372703035e-03,2.212528855922400e-05
1.049692517280064e+01,0.000000000000000e+00,1.131737776611610e-03,2.155248413809871e-03,2.820372837745031e-03,2.255158018104033e-05
1.062616222536145e+01,0.000000000000000e+00,1.156424935773162e-03,2.198017092125176e-03,2.877766221296029e-03,2.298384464940017e-05
1.075699043109137e+01,0.000000000000000e+00,1.181596913470044e-03,2.241433121865614e-03,2.936110977185893e-03,2.342205841616751e-05
1.088942938010298e+01,0.000000000000000e+00,1.207260980254591e-03,2.285406499078366e-03,2.995413085135450e-03,2.386619093658289e-05
1.102349890370025e+01,0.000000000000000e+00,1.233424409541162e-03,2.329977720644215e-03,3.055678015304139e-03,2.431620425612361e-05
1.115921907734816e+01,0.000000000000000e+00,1.260094471048758e-03,2.375195791165620e-03,3.116910691072947e-03,2.477205257816205e-05
1.129661022367869e+01,0.000000000000000e+00,1.287278423833281e-03,2.421059939656404e-03,3.179115449985657e-03,2.523368181161057e-05
1.143569291553397e+01,0.000000000000000e+00,1.314983508890099e-03,2.467557001589131e-03,3.242296002768501e-03,2.570102909770979e-05
1.157648797904683e+01,0.000000000000000e+00,1.343216941306571e-03,2.514627496685381e-03,3.306455390344855e-03,2.617402231508252e-05
1.171901649675927e+01,0.000000000000000e+00,1.371985901943455e-03,2.562098977424676e-03,3.371595938758330e-03,2.665257956214029e-05
1.186329981077938e+01,0.000000000000000e+00,1.401297528623188e-03,2.610026979451427e-03,3.437719211914105e-03,2.713660861589391e-05
1.200935952597704e+01,0.000000000000000e+00,1.431158906802038e-03,2.658366790636508e-03,3.504825277469116e-03,2.762600636617942e-05
1.215721751321905e+01,0.000000000000000e+00,1.461577059702275e-03,2.707038198207746e-03,3.572910255238576e-03,2.812065822427371e-05
1.230689591264409e+01,0.000000000000000e+00,1.492558937879361e-03,2.755997091473616e-03,3.641962997039500e-03,2.862029853325179e-05
1.245841713697787e+01,0.000000000000000e+00,1.524111408198228e-03,2.806164527116694e-03,3.711946951694232e-03,2.911579221241892e-05
1.261180387488930e+01,0.000000000000000e+00,1.556241242191566e-03,2.856694709021019e-03,3.782836648620623e-03,2.960281367074155e-05
1.276707909438777e+01,0.000000000000000e+00,1.588955103771875e-03,2.907323433687976e-03,3.854521996060930e-03,3.008108573741332e-05
1.292426604626248e+01,0.000000000000000e+00,1.622259536267960e-03,2.958028830053351e-03,3.926918959158703e-03,3.055053606533221e-05
1.308338826756390e+01,0.000000000000000e+00,1.656160948755188e-03,3.008726401182766e-03,4.000026025768092e-03,3.101096610305311e-05
1.324446958512821e+01,0.000000000000000e+00,1.690665601647643e-03,3.058642851202824e-03,4.073537454895914e-03,3.146239524258253e-05
1.340753411914514e+01,0.000000000000000e+00,1.725779591518971e-03,3.108402910518410e-03,4.147764072551064e-03,3.190421132891327e-05
1.357260628676968e+01,0.000000000000000e+00,1.761508835117271e-03,3.158016347568146e-03,4.221975550646304e-03,3.233665935538253e-05
1.373971080577831e+01,0.000000000000000e+00,1.797859052538035e-03,3.207411611099709e-03,4.296791471312067e-03,3.275962945514324e-05
1.390887269827022e+01,0.000000000000000e+00,1.834835749517566e-03,3.256877843266639e-03,4.371524456763119e-03,3.317279361091478e-05
1.408011729441402e+01,0.000000000000000e+00,1.872444198807799e-03,3.306729997090165e-03,4.446463498119706e-03,3.357589439318826e-05
1.425347023624081e+01,0.000000000000000e+00,1.910689420591848e-03,3.356220334281009e-03,4.521519115827125e-03,3.396924369991207e-05
1.442895748148365e+01,0.000000000000000e+00,1.949576161897835e-03,3.405352081487734e-03,4.596127388098554e-03,3.435235247147321e-05
1.460660530746455e+01,0.000000000000000e+00,1.989108874966945e-03,3.454038527558821e-03,4.671143169530882e-03,3.472479897834678e-05
1.478644031502918e+01,0.000000000000000e+00,2.029291694529710e-03,3.501398068208675e-03,4.745208185331164e-03,3.508695884513952e-05
1.496848943253002e+01,0.000000000000000e+00,2.070128413942689e-03,3.548216646254934e-03,4.819343314458904e-03,3.543840084521248e-05
1.515277991985868e+01,0.000000000000000e+00,2.111622460135816e-03,3.594445990050806e-03,4.893211475337227e-03,3.577902227931951e-05
1.533933937252768e+01,0.000000000000000e+00,2.153776867318475e-03,3.640074259738401e-03,4.966033116851789e-03,3.610866988748502e-05
1.552819572580266e+01,0.000000000000000e+00,2.196594249390461e-03,3.685205125929396e-03,5.039029976194261e-03,3.642720417596981e-05
1.571937725888535e+01,0.000000000000000e+00,2.240076771001578e-03,3.729680968957794e-03,5.110799341407777e-03,3.673441557213338e-05
1.591291259914802e+01,0.000000000000000e+00,2.284226117201469e-03,3.773446260771422e-03,5.181956155765048e-03,3.703027823638072e-05
1.610883072642025e+01,0.000000000000000e+00,2.329043461618858e-03,3.816442964652798e-03,5.253139949154316e-03,3.731456842597048e-05
1.630716097732820e+01,0.000000000000000e+00,2.374529433106826e-03,3.859164113998034e-03,5.322247239983499e-03,3.758711930803276e-05
1.650793304968758e+01,0.000000000000000e+00,2.420684080788362e-03,3.901168120881593e-03,5.391102446941963e-03,3.784781634550041e-05
1.671117700695052e+01,0.000000000000000e+00,2.467506837433491e-03,3.942305015814030e-03,5.459737620154171e-03,3.809643353912471e-05
1.691692328270721e+01,0.000000000000000e+00,2.514996481096752e-03,3.982593423332590e-03,5.525868315137537e-03,3.833303945735438e-05
1.712520268524305e+01,0.000000000000000e+00,2.563151094940756e-03,4.022680678868049e-03,5.591793396295970e-03,3.855730281091940e-05
1.733604640215191e+01,0.000000000000000e+00,2.611967730623902e-03,4.061805567662442e-03,5.657396514984366e-03,3.876910692375804e-05
1.754948600500599e+01,0.000000000000000e+00,2.661433123443988e-03,4.099936511309890e-03,5.720158107956321e-03,3.896837982054745e-05
1.776555345408348e+01,0.000000000000000e+00,2.711517981769341e-03,4.135893038120159e-03,5.782623616831488e-03,3.915498934873534e-05
1.798428110315414e+01,0.000000000000000e+00,2.762177591980301e-03,4.169386193785896e-03,5.844713736056516e-03,3.932766760133169e-05
1.820570170432401e+01,0.000000000000000e+00,2.813354197598818e-03,4.201779046938482e-03,5.903818940803065e-03,3.948950525346590e-05
1.842984841293969e+01,0.000000000000000e+00,2.864988939587447e-03,4.233079948182647e-03,5.962209875432865e-03,3.963738680235216e-05
1.865675479255289e+01,0.000000000000000e+00,2.917026402181138e-03,4.266359312021736e-03,6.020193281182965e-03,3.977198759664857e-05
1.888645481994636e+01,0.000000000000000e+00,2.969397539208014e-03,4.298442254279253e-03,6.075761482136239e-03,3.989244847811772e-05
1.911898289022139e+01,0.000000000000000e+00,3.022032555345836e-03,4.329403929261574e-03,6.129630430817544e-03,4.000127234421085e-05
1.935437382194826e+01,0.000000000000000e+00,3.074869800351601e-03,4.358316777106947e-03,6.182915157005951e-03,4.009556001687891e-05
1.959266286237985e+01,0.000000000000000e+00,3.127835454426931e-03,4.385596871033990e-03,6.235118432896027e-03,4.017652018795108e-05
1.983388569272952e+01,0.000000000000000e+00,3.180854637847073e-03,4.411676507921584e-03,6.283954439214688e-03,4.024140364542478e-05
2.007807843351407e+01,0.000000000000000e+00,3.233872489959076e-03,4.435828246520390e-03,6.332084915487150e-03,4.029728873768796e-05
2.032527764996231e+01,0.000000000000000e+00,3.286800582015279e-03,4.458162390643720e-03,6.379477251023798e-03,4.033696393457792e-05
2.057552035749039e+01,0.000000000000000e+00,3.339586647162246e-03,4.479281679005293e-03,6.424613983659635e-03,4.036272279416723e-05
2.082884402724441e+01,0.000000000000000e+00,3.392136086607927e-03,4.501013437883755e-03,6.467132021231010e-03,4.037276979196648e-05
2.108528659171128e+01,0.000000000000000e+00,3.444403925437032e-03,4.523805644457562e-03,6.508826589935367e-03,4.037256686354627e-05
2.134488645039885e+01,0.000000000000000e+00,3.496300281100275e-03,4.545588849291465e-03,6.549647676207013e-03,4.035640873544044e-05
2.160768247558559e+01,0.000000000000000e+00,3.547762205053350e-03,4.564393906660765e-03,6.587803958675190e-03,4.033198772896210e-05
2.187371401814154e+01,0.000000000000000e+00,3.598727578393416e-03,4.580217786298198e-03,6.623479142077622e-03,4.030408943037927e-05
2.214302091342054e+01,0.000000000000000e+00,3.649109089476146e-03,4.595028287268024e-03,6.658282105506868e-03,4.027550988682313e-05
2.241564348722511e+01,0.000000000000000e+00,3.698866530990917e-03,4.609624843982582e-03,6.692184659098641e-03,4.024671982265647e-05
2.269162256184494e+01,0.000000000000000e+00,3.747906380384961e-03,4.623675784800284e-03,6.724099067462581e-03,4.021633070707893e-05
2.297099946216943e+01,0.000000000000000e+00,3.796152318367059e-03,4.636901488984612e-03,6.752744175126108e-03,4.018563887360740e-05
2.325381602187581e+01,0.000000000000000e+00,3.843600772403823e-03,4.649727022011332e-03,6.780542335700511e-03,4.015429689687571e-05
2.354011458969316e+01,0.000000000000000e+00,3.890144210930434e-03,4.661810482090658e-03,6.807491015766214e-03,4.012223127963636e-05
2.382993803574370e+01,0.000000000000000e+00,3.935704761972685e-03,4.673468799464836e-03,6.833573185830763e-03,4.008929589641177e-05
2.412332975796218e+01,0.000000000000000e+00,3.980233481195843e-03,4.685609456946722e-03,6.856039858590529e-03,4.005569037551317e-05
2.442033368859415e+01,0.000000000000000e+00,4.023679603081267e-03,4.697063143609986e-03,6.876872253263447e-03,4.002134609156391e-05
2.472099430077448e+01,0.000000000000000e+00,4.065963492830666e-03,4.705728624177455e-03,6.896905721089135e-03,3.998512851018482e-05
2.502535661518665e+01,0.000000000000000e+00,4.107046961912892e-03,4.712522576413141e-03,6.916129488085649e-03,3.995009298226769e-05
2.533346620680404e+01,0.000000000000000e+00,4.146845690466083e-03,4.719655728150121e-03,6.934529340966470e-03,3.991320738585047e-05
2.564536921171445e+01,0.000000000000000e+00,4.185308979427637e-03,4.731974259411203e-03,6.949214960136126e-03,3.987534756356190e-05
2.596111233402840e+01,0.000000000000000e+00,4.222399271042654e-03,4.743786684334401e-03,6.962210498218991e-03,3.983687871640540e-05
2.628074285287249e+01,0.000000000000000e+00,4.258029159103695e-03,4.752441756652965e-03,6.974833969602768e-03,3.979726222692231e-05
2.660430862946913e+01,0.000000000000000e+00,4.292167140670550e-03,4.759495152249601e-03,6.986511066632661e-03,3.975646841740440e-05
2.693185811430302e+01,0.000000000000000e+00,4.324754777092410e-03,4.766352321992284e-03,6.997437914203188e-03,3.971544095519615e-05
2.726344035437626e+01,0.000000000000000e+00,4.355671374697959e-03,4.773242054694271e-03,7.006461023043399e-03,3.967304924095187e-05
2.759910500055257e+01,0.000000000000000e+00,4.385018551187041e-03,4.779600124087944e-03,7.012165553471254e-03,3.962958370167505e-05
2.793890231499185e+01,0.000000000000000e+00,4.412479412968443e-03,4.784463014549308e-03,7.017136701378806e-03,3.958553380291684e-05
2.828288317867661e+01,0.000000000000000e+00,4.438446933278028e-03,4.788887078954678e-03,7.021376078956231e-03,3.954005745940986e-05
2.863109909903061e+01,0.000000000000000e+00,4.462445143358717e-03,4.789531157140121e-03,7.024900283572131e-03,3.949320421697877e-05
2.898360221763176e+01,0.000000000000000e+00,4.484624952100830e-03,4.789078162375323e-03,7.027712219500357e-03,3.944600042595927e-05
2.934044531801966e+01,0.000000000000000e+00,4.504868314060525e-03,4.793419869442712e-03,7.029538637483067e-03,3.939763041675784e-05
2.970168183359928e+01,0.000000000000000e+00,4.523105265684379e-03,4.800011088189221e-03,7.027195371755945e-03,3.934800556034901e-05
3.006736585564223e+01,0.000000000000000e+00,4.539432283833559e-03,4.802555600432671e-03,7.024163124642461e-03,3.929707947915858e-05
3.043755214138613e+01,0.000000000000000e+00,4.553692091801836e-03,4.801766376496840e-03,7.020412658203243e-03,3.924518185099868e-05
3.081229612223412e+01,0.000000000000000e+00,4.565886663065971e-03,4.803526166454390e-03,7.015955890792009e-03,3.919193759581957e-05
3.119165391205499e+01,0.000000000000000e+00,4.575993499271566e-03,4.807982130551486e-03,7.010794821121668e-03,3.913749000082810e-05
3.157568231558560e+01,0.000000000000000e+00,4.584025143222362e-03,4.810176514408630e-03,7.004936866813170e-03,3.908185727945573e-05
3.196443883693692e+01,0.000000000000000e+00,4.590024367536781e-03,4.809951350914253e-03,6.998393610567548e-03,3.902490670826373e-05
3.235798168820446e+01,0.000000000000000e+00,4.594009844119882e-03,4.809903855644205e-03,6.988153742441904e-03,3.896666574689565e-05
3.275636979818509e+01,0.000000000000000e+00,4.595946107175322e-03,4.810036201068583e-03,6.976556653827326e-03,3.890720029450951e-05
3.315966282120093e+01,0.000000000000000e+00,4.595885538160661e-03,4.810643527801071e-03,6.964212357658806e-03,3.884619773553765e-05
3.356792114603176e+01,0.000000000000000e+00,4.593819289021360e-03,4.811458125644187e-03,6.951169073745370e-03,3.878395037847401e-05
3.398120590495795e+01,0.000000000000000e+00,4.589826121443981e-03,4.814041863982480e-03,6.937453038913240e-03,3.872014226612082e-05
3.439957898291399e+01,0.000000000000000e+00,4.583913398662427e-03,4.817121201633571e-03,6.923037533723801e-03,3.865494202925208e-05
3.482310302675533e+01,0.000000000000000e+00,4.576115629584806e-03,4.819077232460285e-03,6.907930849588714e-03,3.858825722541002e-05
3.525184145463906e+01,0.000000000000000e+00,4.566495211345494e-03,4.820104216338631e-03,6.892127706767861e-03,3.852004349751174e-05
3.568585846551988e+01,0.000000000000000e+00,4.555075908713470e-03,4.816414769538042e-03,6.875631499247642e-03,3.845037811063690e-05
3.612521904876350e+01,0.000000000000000e+00,4.541838227618601e-03,4.811639749606726e-03,6.855814613126213e-03,3.837904242827794e-05
3.656998899387784e+01,0.000000000000000e+00,4.526860431862484e-03,4.805205484812557e-03,6.834216378531642e-03,3.830617520924670e-05
3.702023490036447e+01,0.000000000000000e+00,4.510156532586265e-03,4.807922937565683e-03,6.811928908506747e-03,3.823156356621618e-05
3.747602418769115e+01,0.000000000000000e+00,4.491766901038210e-03,4.815528032996410e-03,6.788946835995633e-03,3.815629395754691e-05
3.793742510538700e+01,0.000000000000000e+00,4.471713400386959e-03,4.813857757363569e-03,6.765256819792412e-03,3.807737235365172e-05
3.840450674326239e+01,0.000000000000000e+00,4.450034110179379e-03,4.810366868792980e-03,6.740867799415552e-03,3.799724275877272e-05
3.887733904175411e+01,0.000000000000000e+00,4.426797615706371e-03,4.803850839820848e-03,6.715774714186254e-03,3.791616690878347e-05
3.935599280239848e+01,0.000000000000000e+00,4.402019878972332e-03,4.803640452536529e-03,6.689977471996129e-03,3.783261725648984e-05
3.984053969843297e+01,0.000000000000000e+00,4.375699500487423e-03,4.806300872152139e-03,6.663466764100282e-03,3.774783233890849e-05
4.033105228552839e+01,0.000000000000000e+00,4.347898991700068e-03,4.811925841882050e-03,6.636234378468898e-03,3.766062659377051e-05
4.082760401265353e+01,0.000000000000000e+00,4.318634939819170e-03,4.811688693364148e-03,6.608057606549415e-03,3.757168909218335e-05
4.133026923307330e+01,0.000000000000000e+00,4.287942225750341e-03,4.806791592341373e-03,6.579614974934015e-03,3.748072301700437e-05
4.183912321548213e+01,0.000000000000000e+00,4.255825263485105e-03,4.796494700001797e-03,6.550216810982674e-03,3.738724676354682e-05
4.235424215527498e+01,0.000000000000000e+00,4.222368172041085e-03,4.791702681600156e-03,6.519462679421793e-03,3.729142203762985e-05
4.287570318595642e+01,0.000000000000000e+00,4.187540483304849e-03,4.791158037294507e-03,6.486825249686501e-03,3.719565832126669e-05
4.340358439069084e+01,0.000000000000000e+00,4.151391316484862e-03,4.789934604841088e-03,6.453449575382184e-03,3.709605382382312e-05
4.393796481399447e+01,0.000000000000000e+00,4.113943459275647e-03,4.785754330319344e-03,6.419324262278835e-03,3.699441815148618e-05
4.447892447357125e+01,0.000000000000000e+00,4.075225676250457e-03,4.781759132132708e-03,6.384443719935288e-03,3.689078331022522e-05
4.502654437229499e+01,0.000000000000000e+00,4.035246775130613e-03,4.783228438591766e-03,6.348803551786688e-03,3.678476321213600e-05
4.558090651033825e+01,0.000000000000000e+00,3.994054276043872e-03,4.788298836723401e-03,6.312403038809449e-03,3.667638475560102e-05
4.614209389745137e+01,0.000000000000000e+00,3.951675863563063e-03,4.791026669714087e-03,6.275215362607158e-03,3.656555612773667e-05
4.671019056539210e+01,0.000000000000000e+00,3.908101964101025e-03,4.790141395431309e-03,6.237244491722742e-03,3.645246123100554e-05
4.728528158050833e+01,0.000000000000000e+00,3.863484379452233e-03,4.784230216803602e-03,6.198486929150916e-03,3.633688875599156e-05
4.786745305647617e+01,0.000000000000000e+00,3.817708391251682e-03,4.775736904940415e-03,6.158944428773046e-03,3.621881895065878e-05
4.845679216719419e+01,0.000000000000000e+00,3.770833559251552e-03,4.769001780010422e-03,6.118589353563995e-03,3.609809169313267e-05
4.905338715983708e+01,0.000000000000000e+00,3.722880432602805e-03,4.765819032294922e-03,6.077465841671292e-03,3.597480630149649e-05
4.965732736806957e+01,0.000000000000000e+00,3.673882920525555e-03,4.762463909837636e-03,6.035518282112116e-03,3.584884411501307e-05
5.026870322542307e+01,0.000000000000000e+00,3.623887434747441e-03,4.763270056913911e-03,5.992751679330797e-03,3.572012949951158e-05
5.088760627883742e+01,0.000000000000000e+00,3.572944486782605e-03,4.757251299583619e-03,5.949155793025045e-03,3.558871877689011e-05
5.151412920236868e+01,0.000000000000000e+00,3.521073749002433e-03,4.747885172295870e-03,5.904733137156009e-03,3.545444958097209e-05
5.214836581106641e+01,0.000000000000000e+00,3.468289738114600e-03,4.741565345592968e-03,5.859483681339354e-03,3.531730952930987e-05
5.279041107502131e+01,0.000000000000000e+00,3.414610696084045e-03,4.744846154126468e-03,5.813393861264191e-03,3.517725757782233e-05
5.344036113358585e+01,0.000000000000000e+00,3.360084492611641e-03,4.749845625252761e-03,5.766457913458294e-03,3.503419326224744e-05
5.409831330977033e+01,0.000000000000000e+00,3.304777099288072e-03,4.733091103792520e-03,5.718663851168724e-03,3.488811675731717e-05
5.476436612481589e+01,0.000000000000000e+00,3.248673326145357e-03,4.725112424222347e-03,5.670004889770089e-03,3.473893344604538e-05
5.543861931294679e+01,0.000000000000000e+00,3.191847667448974e-03,4.736029145217062e-03,5.620472229169787e-03,3.458661260810623e-05
5.612117383630489e+01,0.000000000000000e+00,3.134305704638050e-03,4.736587504210686e-03,5.570073559249311e-03,3.443113562009566e-05
5.681213190006726e+01,0.000000000000000e+00,3.076087849840530e-03,4.725840506371198e-03,5.518822342764328e-03,3.427226753707688e-05
5.751159696775067e+01,0.000000000000000e+00,3.017231642433341e-03,4.724783007183608e-03,5.466671951294553e-03,3.411012742485137e-05
5.821967377670394e+01,0.000000000000000e+00,2.957783213063858e-03,4.712855855961442e-03,5.413645659534286e-03,3.394453722695161e-05
5.893646835379109e+01,0.000000000000000e+00,2.897826792279739e-03,4.716659140667812e-03,5.359730122145795e-03,3.377561086509194e-05
5.966208803126805e+01,0.000000000000000e+00,2.837334695837085e-03,4.711425490618990e-03,5.304910654677339e-03,3.360127959068461e-05
6.039664146285435e+01,0.000000000000000e+00,2.776328981486290e-03,4.703676649101329e-03,5.249181790575345e-03,3.342708218959674e-05
6.114023864000263e+01,0.000000000000000e+00,2.714885052777552e-03,4.704111627831362e-03,5.192585261930911e-03,3.324737425047680e-05
6.189299090836914e+01,0.000000000000000e+00,2.653017850137415e-03,4.697145083267839e-03,5.135087893486786e-03,3.306421004873009e-05
6.265501098448600e+01,0.000000000000000e+00,2.590768873899829e-03,4.698022186552147e-03,5.076691995057302e-03,3.287674507983796e-05
6.342641297263980e+01,0.000000000000000e+00,2.528219349685546e-03,4.663898414228919e-03,5.017367437113307e-03,3.268593964586370e-05
6.420731238195724e+01,0.000000000000000e+00,2.465382133355804e-03,4.674705006196628e-03,4.957193512959745e-03,3.249111189512739e-05
6.499782614370119e+01,0.000000000000000e+00,2.402222860569748e-03,4.690480693079820e-03,4.896071854496351e-03,3.229230622027332e-05
6.579807262878033e+01,0.000000000000000e+00,2.339023731724821e-03,4.658261834050527e-03,4.834057067622298e-03,3.208939874324598e-05
6.660817166547346e+01,0.000000000000000e+00,2.275641198903532e-03,4.667601726910929e-03,4.772057866060187e-03,3.188260920722196e-05
6.742824455737286e+01,0.000000000000000e+00,2.212134445117738e-03,4.646528164393050e-03,4.710005723155082e-03,3.167160515785706e-05
6.825841410154807e+01,0.000000000000000e+00,2.148577157056023e-03,4.650428671771147e-03,4.647047707899677e-03,3.145632586889740e-05
6.909880460693314e+01,0.000000000000000e+00,2.085019954977973e-03,4.626880868692918e-03,4.583198082536581e-03,3.123677428491608e-05
6.994954191294116e+01,0.000000000000000e+00,2.021519247531165e-03,4.629161295495962e-03,4.518449914619127e-03,3.101292898019203e-05
7.081075340830665e+01,0.000000000000000e+00,1.958117204645872e-03,4.635828897901643e-03,4.452828815446154e-03,3.078468230668312e-05
7.168256805016127e+01,0.000000000000000e+00,1.894903243376086e-03,4.635089932942746e-03,4.386321042854536e-03,3.055194536712539e-05
7.256511638334344e+01,0.000000000000000e+00,1.831909247939945e-03,4.609839220202160e-03,4.318935789327739e-03,3.031466196404886e-05
7.345853055994591e+01,0.000000000000000e+00,1.769198208924678e-03,4.615572597324519e-03,4.250668509457426e-03,3.007312710107446e-05
7.436294435910453e+01,0.000000000000000e+00,1.706842422462606e-03,4.609206636403050e-03,4.181556989933605e-03,2.982614480172212e-05
7.527849320702968e+01,0.000000000000000e+00,1.644852922633953e-03,4.609348475852720e-03,4.111597050391607e-03,2.957481559846029e-05
7.620531419728542e+01,0.000000000000000e+00,1.583440108766670e-03,4.601690004954645e-03,4.040791925373755e-03,2.931865965001312e-05
7.714354611131751e+01,0.000000000000000e+00,1.522529323062094e-03,4.558454042545862e-03,3.969151623748797e-03,2.905759873388784e-05
7.809332943923425e+01,0.000000000000000e+00,1.462246321997076e-03,4.573850286931297e-03,3.897314809423634e-03,2.879164071550351e-05
7.905480640084386e+01,0.000000000000000e+00,1.402639806090177e-03,4.587185394455803e-03,3.827783932850360e-03,2.852066899660103e-05
8.002812096694976e+01,0.000000000000000e+00,1.343794619049687e-03,4.560379761325768e-03,3.757455653129628e-03,2.824460248324424e-05
8.101341888090917e+01,0.000000000000000e+00,1.285749741044923e-03,4.580549298716643e-03,3.686343469789762e-03,2.796330863639778e-05
8.201084768045642e+01,0.000000000000000e+00,1.228579904669344e-03,4.559324940685370e-03,3.614483558214722e-03,2.767691258932545e-05
8.302055671979483e+01,0.000000000000000e+00,1.172372263700264e-03,4.547825083872565e-03,3.541894884872793e-03,2.738533905619576e-05
8.404269719196149e+01,0.000000000000000e+00,1.117191725067000e-03,4.525210130900536e-03,3.468557565476426e-03,2.708832642218044e-05
8.507742215146618e+01,0.000000000000000e+00,1.063112047852882e-03,4.515218346952640e-03,3.394522213903027e-03,2.678590040549334e-05
8.612488653721006e+01,0.000000000000000e+00,1.010236374885261e-03,4.515797843838246e-03,3.319798730621128e-03,2.647808598096057e-05
