# energy,pi_pi_pi0,mu_mu,pi_pi
1.720499663840411e+01,2.655459842850805e-03,2.286424108964884e-06,7.718230917145065e-07
1.752550835294082e+01,2.656871222672089e-03,2.286133078053139e-06,7.716418478424349e-07
1.785199087708094e+01,2.657853441682061e-03,2.285831303595489e-06,7.714540030135188e-07
1.818455544097834e+01,2.658448092101121e-03,2.285518393006153e-06,7.712592120922129e-07
1.852331534689230e+01,2.658698418052607e-03,2.285193939586651e-06,7.710573396994880e-07
1.886838600778883e+01,2.658591772222513e-03,2.284857522032144e-06,7.708480854475136e-07
1.921988498666093e+01,2.658165619364401e-03,2.284508703921298e-06,7.706311802105690e-07
1.957793203658145e+01,2.657458211041907e-03,2.284147033189209e-06,7.704063636401984e-07
1.994264914150208e+01,2.656455408602776e-03,2.283772041582850e-06,7.701733384369344e-07
2.031416055781235e+01,2.655187829515608e-03,2.283383244098531e-06,7.699318297224736e-07
2.069259285667285e+01,2.653687611341919e-03,2.282980138400848e-06,7.696815031774444e-07
2.107807496713710e+01,2.651939652456844e-03,2.282562204222558e-06,7.694220654354544e-07
2.147073822007669e+01,2.649970519033558e-03,2.282128902744807e-06,7.691531985795260e-07
2.187071639292474e+01,2.647790326049380e-03,2.281679675957194e-06,7.688745132022031e-07
2.227814575525286e+01,2.645423965151046e-03,2.281213945997019e-06,7.685857275013852e-07
2.269316511519719e+01,2.642853790196339e-03,2.280731114467179e-06,7.682864441402051e-07
2.311591586674929e+01,2.640097944230581e-03,2.280230561732067e-06,7.679762972541313e-07
2.354654203792795e+01,2.637161818462803e-03,2.279711646190881e-06,7.676548869352398e-07
2.398519033984864e+01,2.634061556359086e-03,2.279173703527696e-06,7.673218524876813e-07
2.443201021670665e+01,2.630781238945138e-03,2.278616045937666e-06,7.669767372823265e-07
2.488715389669179e+01,2.627331878134004e-03,2.278037961328720e-06,7.666191431637330e-07
2.535077644385130e+01,2.623714722376803e-03,2.277438712498050e-06,7.662486045341070e-07
2.582303581091906e+01,2.619938111165804e-03,2.276817536282775e-06,7.658646855429925e-07
2.630409289312888e+01,2.615990122579242e-03,2.276173642684042e-06,7.654669071879852e-07
2.679411158303034e+01,2.611875579665206e-03,2.275506213963926e-06,7.650547680673551e-07
2.729325882632568e+01,2.607592627813137e-03,2.274814403714395e-06,7.646277829774861e-07
2.780170467874703e+01,2.603139534654944e-03,2.274097335897644e-06,7.641854106257351e-07
2.831962236399309e+01,2.598518626962728e-03,2.273354103857091e-06,7.637271244076452e-07
2.884718833274516e+01,2.593719907432004e-03,2.272583769298314e-06,7.632523643235513e-07
2.938458232278253e+01,2.588743303732332e-03,2.271785361239194e-06,7.627605531840418e-07
2.993198742021786e+01,2.583584799698377e-03,2.270957874928542e-06,7.622510987881130e-07
3.048959012187321e+01,2.578240566617314e-03,2.270100270732489e-06,7.617233523880542e-07
3.105758039881811e+01,2.572706624342319e-03,2.269211472987890e-06,7.611767597486838e-07
3.163615176109129e+01,2.566980983059349e-03,2.268290368822008e-06,7.606105864627243e-07
3.222550132362812e+01,2.561054616072130e-03,2.267335806937761e-06,7.600241865815208e-07
3.282582987341615e+01,2.554924047446439e-03,2.266346596363789e-06,7.594168484139621e-07
3.343734193790179e+01,2.548583861027874e-03,2.265321505168619e-06,7.587878526349595e-07
3.406024585467124e+01,2.542028403264212e-03,2.264259259138210e-06,7.581364528355004e-07
3.469475384242957e+01,2.535251997568955e-03,2.263158540416186e-06,7.574618808040020e-07
3.534108207330203e+01,2.528250179024649e-03,2.262017986106010e-06,7.567633369255971e-07
3.599945074648227e+01,2.521013896592387e-03,2.260836186834495e-06,7.560399684515657e-07
3.667008416325260e+01,2.513538503398451e-03,2.259611685275898e-06,7.552910108123092e-07
3.735321080340171e+01,2.505816733976565e-03,2.258342974636020e-06,7.545154905719180e-07
3.804906340306604e+01,2.497842061272918e-03,2.257028497095639e-06,7.537125925165600e-07
3.875787903402125e+01,2.489607068009895e-03,2.255666642212724e-06,7.528813117378473e-07
3.947989918445081e+01,2.481104749126749e-03,2.254255745282821e-06,7.520207365706662e-07
4.021536984121919e+01,2.472327710402965e-03,2.252794085657099e-06,7.511298607806608e-07
4.096454157367776e+01,2.463269073242188e-03,2.251279885017567e-06,7.502076259535536e-07
4.172766961903191e+01,2.453920360865002e-03,2.249711305609017e-06,7.492530226362665e-07
4.250501396929840e+01,2.444274068619472e-03,2.248086448427272e-06,7.482649409622631e-07
4.329683945988276e+01,2.434322170196681e-03,2.246403351363412e-06,7.472422881084775e-07
4.410341585980672e+01,2.424056415702484e-03,2.244659987303698e-06,7.461838773210629e-07
4.492501796361645e+01,2.413468505791246e-03,2.242854262184968e-06,7.450885353337425e-07
4.576192568500308e+01,2.402550007571462e-03,2.240984013005368e-06,7.439550317651318e-07
4.661442415216712e+01,2.391292384193793e-03,2.239047005790358e-06,7.427821049821292e-07
4.748280380495957e+01,2.379686975249081e-03,2.237040933514027e-06,7.415684583412869e-07
4.836736049383257e+01,2.367725096404530e-03,2.234963413975839e-06,7.403127421649651e-07
4.926839558063347e+01,2.355397909825239e-03,2.232811987633065e-06,7.390135485333697e-07
5.018621604127650e+01,2.342696446827777e-03,2.230584115389227e-06,7.376695914491442e-07
5.112113457032721e+01,2.329612052539767e-03,2.228277176339067e-06,7.362792609052777e-07
5.207346968753519e+01,2.316135463343422e-03,2.225888465470647e-06,7.348411230805531e-07
5.304354584635132e+01,2.302257622648013e-03,2.223415191325371e-06,7.333536184338844e-07
5.403169354446664e+01,2.287969572135921e-03,2.220854473616836e-06,7.318151647527961e-07
5.503824943641045e+01,2.273262222580361e-03,2.218203340809692e-06,7.302241261638304e-07
5.606355644824603e+01,2.258126497520477e-03,2.215458727659755e-06,7.285788307588251e-07
5.710796389440289e+01,2.242553308122385e-03,2.212617472716954e-06,7.268775489254220e-07
5.817182759668569e+01,2.226533661535076e-03,2.209676315792829e-06,7.251185216499220e-07
5.925551000549999e+01,2.210058768652457e-03,2.206631895394586e-06,7.232999216942204e-07
6.035938032333637e+01,2.193119704467676e-03,2.203480746127986e-06,7.214198842868023e-07
6.148381463055519e+01,2.175707840618866e-03,2.200219296071567e-06,7.194764986849873e-07
6.262919601351398e+01,2.157814748230038e-03,2.196843864125120e-06,7.174678001259548e-07
6.379591469508236e+01,2.139432130284327e-03,2.193350657335544e-06,7.153917733287333e-07
6.498436816758796e+01,2.120551995297935e-03,2.189735768203644e-06,7.132463537497888e-07
6.619496132823915e+01,2.101166592255780e-03,2.185995171975800e-06,7.110294301202564e-07
6.742810661707038e+01,2.081268564171553e-03,2.182124723924848e-06,7.087388365289238e-07
6.868422415745754e+01,2.060850876354090e-03,2.178120156624915e-06,7.063723358048458e-07
6.996374189925075e+01,2.039906861415350e-03,2.173977077225519e-06,7.039276978614671e-07
7.126709576457372e+01,2.018430183641634e-03,2.169690964730623e-06,7.014025388537465e-07
7.259472979633918e+01,1.996414918300149e-03,2.165257167289028e-06,6.987945388872861e-07
7.394709630953091e+01,1.973855812400393e-03,2.160670899502945e-06,6.961012458678014e-07
7.532465604530412e+01,1.950748171801405e-03,2.155927239762278e-06,6.933201864944783e-07
7.672787832795655e+01,1.927088122153067e-03,2.151021127612840e-06,6.904488291448470e-07
7.815724122482362e+01,1.902872534651944e-03,2.145947361167372e-06,6.874845872885793e-07
7.961323170915254e+01,1.878099222782791e-03,2.140700594569085e-06,6.844248350335396e-07
8.109634582601041e+01,1.852766717256769e-03,2.135275335518209e-06,6.812668824960944e-07
8.260708886128296e+01,1.826874350435249e-03,2.129665942872958e-06,6.780080095258946e-07
8.414597551382184e+01,1.800422132442437e-03,2.123866624337204e-06,6.746454113783972e-07
8.571353007079854e+01,1.773411625924945e-03,2.117871434248255e-06,6.711762678427208e-07
8.731028658632518e+01,1.745845468411795e-03,2.111674271479080e-06,6.675977254920550e-07
8.893678906340270e+01,1.717727970955309e-03,2.105268877470600e-06,6.639068108279739e-07
9.059359163925866e+01,1.689064848140390e-03,2.098648834410789e-06,6.601006923374637e-07
9.228125877413761e+01,1.659862794884909e-03,2.091807563578706e-06,6.561762534135682e-07
9.400036544360852e+01,1.630129645128472e-03,2.084738323872921e-06,6.521304868721354e-07
9.575149733445456e+01,1.599874987236699e-03,2.077434210545347e-06,6.479603527083883e-07
9.753525104421234e+01,1.569110720928610e-03,2.069888154163024e-06,6.436627347931604e-07
9.935223428442812e+01,1.537850850759026e-03,2.062092919822108e-06,6.392345151762579e-07
1.012030660877006e+02,1.506111193355920e-03,2.054041106640170e-06,6.346725362312730e-07
1.030883770185809e+02,1.473908316275389e-03,2.045725147554751e-06,6.299736349603831e-07
1.050088093884006e+02,1.441260962473699e-03,2.037137309458256e-06,6.251346836945145e-07
1.069650174741035e+02,1.408190629614835e-03,2.028269693701382e-06,6.201524322559783e-07
1.089576677411513e+02,1.374721750963424e-03,2.019114236999655e-06,6.150237294224972e-07
1.109874390705853e+02,1.340880636364129e-03,2.009662712780091e-06,6.097453807574327e-07
1.130550229903139e+02,1.306693752204683e-03,1.999906733007675e-06,6.043142494000991e-07
1.151611239107135e+02,1.272190431265911e-03,1.989837750534096e-06,5.987271803232426e-07
1.173064593646133e+02,1.237409679197692e-03,1.979447062014251e-06,5.929810137414449e-07
1.194917602517557e+02,1.202369081420154e-03,1.968725811439102e-06,5.870727279653209e-07
1.217177710878060e+02,1.167116981505940e-03,1.957664994337004e-06,5.809992755034378e-07
1.239852502580060e+02,1.131699769807311e-03,1.946255462699016e-06,5.747577021290945e-07
1.262949702755474e+02,1.096143637592651e-03,1.934487930687777e-06,5.683451094745170e-07
1.286477180447638e+02,1.060497656031510e-03,1.922352981193355e-06,5.617586890716245e-07
1.310442951292209e+02,1.024803671471965e-03,1.909841073304026e-06,5.549957503667966e-07
1.334855180248053e+02,9.891058919392485e-04,1.896942550764357e-06,5.480536923727104e-07
1.359722184378963e+02,9.534529581243773e-04,1.883647651498004e-06,5.409300624219761e-07
1.385052435687245e+02,9.178928620173540e-04,1.869946518277720e-06,5.336225684395995e-07
1.410854564000042e+02,8.824709055436962e-04,1.855829210630694e-06,5.261290688987513e-07
1.437137359909473e+02,8.472396338484082e-04,1.841285718073106e-06,5.184476343239302e-07
1.463909777767501e+02,8.122542526389549e-04,1.826305974774126e-06,5.105765387299930e-07
1.491180938736636e+02,7.775520190565298e-04,1.810879875756125e-06,5.025142863091997e-07
1.518960133897424e+02,7.431951938592951e-04,1.794997294744953e-06,4.942596721355082e-07
1.547256827413870e+02,7.092327156277704e-04,1.778648103791573e-06,4.858117643251546e-07
1.576080659757787e+02,6.757110098578043e-04,1.761822194794339e-06,4.771699656143216e-07
1.605441450993254e+02,6.426841539976267e-04,1.744509503059543e-06,4.683340254753864e-07
1.635349204122226e+02,6.102040724354761e-04,1.726700033046882e-06,4.593041054727245e-07
1.665814108492475e+02,5.783117301866924e-04,1.708383886455956e-06,4.500807713015931e-07
1.696846543269046e+02,5.470611572780934e-04,1.689551292819980e-06,4.406650779019240e-07
1.728457080970335e+02,5.164967614964740e-04,1.670192642783651e-06,4.310585893812900e-07
1.760656491070094e+02,4.866561451673499e-04,1.650298524253333e-06,4.212634214384320e-07
1.793455743666483e+02,4.575925150126785e-04,1.629859761620004e-06,4.112823102045460e-07
1.826866013219527e+02,4.293855976820615e-04,1.608867458267906e-06,4.011186381153608e-07
1.860898682358142e+02,4.019380453533240e-04,1.587313042595679e-06,3.907765260575280e-07
1.895565345758146e+02,3.754128634390351e-04,1.565188317790940e-06,3.802608591853724e-07
1.930877814092440e+02,3.498071360349224e-04,1.542485515614708e-06,3.695773780661405e-07
1.966848118054854e+02,3.251449629333362e-04,1.519197354468110e-06,3.587327256016116e-07
2.003488512458878e+02,3.014503052852758e-04,1.495317102031140e-06,3.477345467312205e-07
2.040811480412820e+02,2.787438272692867e-04,1.470838642781322e-06,3.365915160400423e-07
2.078829737572675e+02,2.570301668363484e-04,1.445756550719562e-06,3.253135563989112e-07
2.117556236474285e+02,2.363425593946712e-04,1.420066167650860e-06,3.139116953565347e-07
2.157004170946139e+02,2.166807338125645e-04,1.393763687389414e-06,3.023983982350246e-07
2.197186980604447e+02,1.980476024781467e-04,1.366846246280481e-06,2.907875348638709e-07
2.238118355431880e+02,1.804274109259458e-04,1.339312020456033e-06,2.790945351516716e-07
2.279812240441678e+02,1.638429526016526e-04,1.311160330266873e-06,2.673364978597905e-07
2.322282840428583e+02,1.482723826875124e-04,1.282391752361581e-06,2.555322959307641e-07
2.365544624808335e+02,1.336867673378582e-04,1.253008239911473e-06,2.437027474227581e-07
2.409612332547260e+02,1.200964062896074e-04,1.223013251511890e-06,2.318707352403478e-07
2.454500977183764e+02,1.074644984062389e-04,1.192411889322525e-06,2.200613446601583e-07
2.500225851943294e+02,9.577254127467236e-05,1.161211047044380e-06,2.083020511130320e-07
2.546802534948664e+02,8.496469577777296e-05,1.129419568367444e-06,1.966228651951413e-07
2.594246894527366e+02,7.504411376416474e-05,1.097048416562252e-06,1.850565558908668e-07
2.642575094617829e+02,6.597002424261549e-05,1.064110855929544e-06,1.736387854896537e-07
2.691803600276317e+02,5.767470609860357e-05,1.030622645866059e-06,1.624083650451367e-07
2.741949183286482e+02,5.015822718289609e-05,9.966022483506304e-07,1.514074515559477e-07
2.793028927873352e+02,4.337290932560146e-05,9.620710497038913e-07,1.406817820360754e-07
2.845060236523838e+02,3.723678300787504e-05,9.270535975267308e-07,1.302809499663779e-07
2.898060835915585e+02,3.178973602350416e-05,8.915778537777412e-07,1.202564477362350e-07
2.952048782956371e+02,2.691884804238448e-05,8.556754650080942e-07,1.106343118675196e-07
3.007042470935904e+02,2.262176639548534e-05,8.193820508341139e-07,1.014192352734060e-07
3.063060635792333e+02,1.886226337534930e-05,7.827375117930775e-07,9.261525169192538e-08
3.120122362495392e+02,1.554776792666816e-05,7.457863577971859e-07,8.422580067923354e-08
3.178247091548553e+02,1.272244431920499e-05,7.085780584738185e-07,7.625381750085728e-08
3.237454625612214e+02,1.025180964509930e-05,6.711674167580855e-07,6.870159340390371e-08
3.297765136250366e+02,8.204736969833387e-06,6.336149671857021e-07,6.157074845795052e-08
3.359199170802841e+02,6.445318971149491e-06,5.959874004216381e-07,5.486215884548499e-08
3.421777659385693e+02,5.009896314065513e-06,5.583580156519502e-07,4.857588225088557e-08
3.485521922021875e+02,3.804079910756528e-06,5.208072025641721e-07,4.271115829790735e-08
3.550453675904869e+02,2.858368804215555e-06,4.834229547448521e-07,3.726591552868851e-08
3.616595042797513e+02,2.078086519268420e-06,4.463014164325986e-07,3.223747856663463e-08
3.683968556568776e+02,1.495997401001290e-06,4.095474646806917e-07,2.762175524333000e-08
3.752597170870828e+02,1.027359859007442e-06,3.732753291064207e-07,2.341333262867670e-08
3.822504266959227e+02,6.495522769606783e-07,3.376092515339903e-07,1.960548412274908e-08
3.893713661658683e+02,4.459963164782287e-07,3.026841879757531e-07,1.618998064180801e-08
3.966249615477333e+02,2.467256558669610e-07,2.686465555419410e-07,1.315691002878286e-08
4.040136840872051e+02,1.167362196203188e-07,2.356550270236012e-07,1.049463347249063e-08
4.115400510667856e+02,7.162964256686388e-08,2.038813760563878e-07,8.189552306905954e-09
4.192066266634073e+02,2.525885211205821e-08,1.735113759459408e-07,6.226012730739224e-09
4.270160228220279e+02,9.029676075019374e-09,1.447457554183290e-07,4.586106907929069e-09
4.349709001455051e+02,9.029676075019374e-09,1.178012147525718e-07,3.249505611469655e-09
4.430739688010383e+02,3.635164289907237e-09,9.291150595715485e-08,2.193263870703171e-09
4.513279894435083e+02,4.682540056882992e-10,7.032858086870326e-08,7.326152887687972e-11
4.597357741560054e+02,4.682540056882992e-10,5.032381127959516e-08,7.326152887687972e-11
4.683001874078919e+02,0.000000000000000e+00,3.318928544071671e-08,7.326152887687972e-11
4.770241470306984e+02,0.000000000000000e+00,1.923918553146004e-08,7.326152887687972e-11
4.859106252122142e+02,0.000000000000000e+00,8.811250910862745e-09,7.326152887687972e-11
4.949626495090820e+02,0.000000000000000e+00,2.268331897382008e-09,7.326152887687972e-11
5.041833038782722e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
