# energy,pi_pi_pi0,pi_e_ve,pi_mu_vm,pi_pi
2.605489943466051e+00,1.604559888179550e-04,3.288088298267814e-04,4.252245591209878e-04,3.562992303240815e-06
2.654027590205512e+00,1.662515553674198e-04,3.404199985989976e-04,4.403304258191091e-04,3.688031591299364e-06
2.703469444292582e+00,1.722514920202683e-04,3.524230471582012e-04,4.559539782927957e-04,3.817263584661173e-06
2.753832350197119e+00,1.784627113859337e-04,3.648302435129644e-04,4.721118162959581e-04,3.950816947653475e-06
2.805133466184446e+00,1.848923420274929e-04,3.776541779437800e-04,4.888210005379646e-04,4.088823531787188e-06
2.857390270161043e+00,1.915477340777615e-04,3.909077672320440e-04,5.060990607216863e-04,4.231418401598347e-06
2.910620565629138e+00,1.984364649239709e-04,4.046042585993678e-04,5.239640033545364e-04,4.378739856108750e-06
2.964842487752230e+00,2.055663449554855e-04,4.187572333207898e-04,5.424343192938361e-04,4.530929445436306e-06
3.020074509533602e+00,2.129454233683492e-04,4.333806099726303e-04,5.615289909846655e-04,4.688131982050619e-06
3.076335448109933e+00,2.205819940197284e-04,4.484886472727266e-04,5.812674993449726e-04,4.850495546131974e-06
3.133644471162159e+00,2.284846013245396e-04,4.640959464675662e-04,6.016698302490960e-04,5.018171484452190e-06
3.192021103445758e+00,2.366620461857169e-04,4.802202544722447e-04,6.227564805569935e-04,5.191314402153430e-06
3.251485233442686e+00,2.451233919486736e-04,4.968844736096453e-04,6.445484636323489e-04,5.370082146755912e-06
3.312057120137235e+00,2.538779703695487e-04,5.140940757279265e-04,6.670673142883217e-04,5.554635783677470e-06
3.373757399918119e+00,2.629353875857935e-04,5.318650497929027e-04,6.903350930950236e-04,5.745139562496735e-06
3.436607093609136e+00,2.723055300765403e-04,5.502137306788460e-04,7.143743899777811e-04,5.941760873137253e-06
3.500627613630805e+00,2.819985705990046e-04,5.691567976749524e-04,7.392083270299201e-04,6.144670191091892e-06
3.565840771295417e+00,2.920249740858944e-04,5.887112721107034e-04,7.648605604581047e-04,6.354041010745236e-06
3.632268784237989e+00,3.023955034874280e-04,6.088945140200347e-04,7.913552815722071e-04,6.570049765786025e-06
3.699934283985641e+00,3.131212255401008e-04,6.297242177585415e-04,8.187172167252036e-04,6.792875735631921e-06
3.768860323667995e+00,3.242135164427639e-04,6.512184064818909e-04,8.469716261017237e-04,7.022700936714518e-06
3.839070385871196e+00,3.356840674189034e-04,6.733954253871829e-04,8.761443012465256e-04,7.259709997393806e-06
3.910588390638259e+00,3.475448901422090e-04,6.962739336121443e-04,9.062615612163693e-04,7.504090015187006e-06
3.983438703618448e+00,3.598083220005981e-04,7.199257856220615e-04,9.373502472304341e-04,7.756030394907701e-06
4.057646144368467e+00,3.724870311718052e-04,7.443587606092383e-04,9.694377156855722e-04,8.015722666216206e-06
4.133235994808301e+00,3.855940214814546e-04,7.695527392110523e-04,1.002551829393263e-03,8.283360278981211e-06
4.210234007834575e+00,3.991426370121829e-04,7.955275571031930e-04,1.036720946885108e-03,8.559138374745678e-06
4.288666416094378e+00,4.131465664298764e-04,8.223032996590820e-04,1.071973909623022e-03,8.843253532475994e-06
4.368559940922519e+00,4.276198469904090e-04,8.499002831577286e-04,1.108340026938936e-03,9.135903486652446e-06
4.449941801445298e+00,4.425768681874157e-04,8.783390336816838e-04,1.145849058516732e-03,9.437286815630522e-06
4.532839723853844e+00,4.580323749985826e-04,9.076402635269696e-04,1.184531194216315e-03,9.747602598066035e-06
4.617281950850250e+00,4.740014706846963e-04,9.378248449349878e-04,1.224417031026050e-03,1.006705003505215e-05
4.703297251269611e+00,4.904996190922027e-04,9.689137809437286e-04,1.265537546915253e-03,1.039582803546207e-05
4.790914929881378e+00,5.075426464063665e-04,1.000937286464492e-03,1.307924071343062e-03,1.073413476182821e-05
4.880164837373266e+00,5.251467422981464e-04,1.033907681716141e-03,1.351608252163524e-03,1.108216713391462e-05
4.971077380521161e+00,5.433284604037174e-04,1.067846060908538e-03,1.396622018649356e-03,1.144012028695519e-05
5.063683532548476e+00,5.621047180710972e-04,1.102773596552463e-03,1.442997540338302e-03,1.180818698133485e-05
5.158014843678506e+00,5.814927953035605e-04,1.138711394981287e-03,1.490767181386317e-03,1.218655696028292e-05
5.254103451883346e+00,6.015103328244462e-04,1.175680444850526e-03,1.539963450090898e-03,1.257541625192769e-05
5.351982093833061e+00,6.221753291825586e-04,1.213701560911877e-03,1.590618943225701e-03,1.297494641182739e-05
5.451684116048819e+00,6.435061368116056e-04,1.252795322725269e-03,1.642766284803960e-03,1.338532370184442e-05
5.553243486263811e+00,6.655214569509825e-04,1.293101110583817e-03,1.696438058863201e-03,1.380671820096663e-05
5.656694804995793e+00,6.882403333286929e-04,1.334542875853973e-03,1.751666735837119e-03,1.423929284339992e-05
5.762073317335235e+00,7.116821445002564e-04,1.377119567949402e-03,1.808484592052293e-03,1.468320237896028e-05
5.869414924953047e+00,7.358665947300574e-04,1.420850147882904e-03,1.866923621857360e-03,1.513859225047883e-05
5.978756198332022e+00,7.608137032937547e-04,1.465752946654721e-03,1.927015441860525e-03,1.560559738260019e-05
6.090134389226113e+00,7.865437920719856e-04,1.511845565231938e-03,1.988791186717440e-03,1.608434087600094e-05
6.203587443351843e+00,8.130774712967456e-04,1.559144766423382e-03,2.052281395875666e-03,1.657493260067962e-05
6.319154013316111e+00,8.404356233023451e-04,1.607646954212258e-03,2.117515890643878e-03,1.707746768157253e-05
6.436873471784854e+00,8.686393841228246e-04,1.657380317289025e-03,2.184523640913597e-03,1.759202486932735e-05
6.556785924897023e+00,8.977101227670213e-04,1.708363835630607e-03,2.253332620818417e-03,1.811866478862007e-05
6.678932225928434e+00,9.276694179911251e-04,1.760609647209583e-03,2.323969652570204e-03,1.865742805592623e-05
6.803353989210184e+00,9.585390323765256e-04,1.814128368899190e-03,2.396460237663592e-03,1.920833325815526e-05
6.930093604306337e+00,9.903408835079093e-04,1.868928926830477e-03,2.470828374588912e-03,1.977137478302383e-05
7.059194250455731e+00,1.023097012032973e-03,1.925036625155152e-03,2.547096362139474e-03,2.034652049147943e-05
7.190699911282825e+00,1.056829546370656e-03,1.982455367877288e-03,2.625284587341562e-03,2.093370922188701e-05
7.324655389782588e+00,1.091560663819410e-03,2.041171347441825e-03,2.705411296974524e-03,2.153284811505694e-05
7.461106323584546e+00,1.127312547800758e-03,2.101184774315911e-03,2.787492351583608e-03,2.214380974852029e-05
7.600099200501179e+00,1.164107340956010e-03,2.162493110859278e-03,2.871540960819598e-03,2.276642906774506e-05
7.741681374365973e+00,1.201967093795659e-03,2.225090811244048e-03,2.957567398866561e-03,2.340050010123172e-05
7.885901081166516e+00,1.240913708581430e-03,2.289381879348388e-03,3.045578698641882e-03,2.404577244562643e-05
8.032807455478137e+00,1.280968878100203e-03,2.354987473635093e-03,3.135578323371011e-03,2.470194750614267e-05
8.182450547203693e+00,1.322154018967063e-03,2.421853411867444e-03,3.227565814052667e-03,2.536867447668365e-05
8.334881338625189e+00,1.364490199071339e-03,2.489959281409195e-03,3.321536411238336e-03,2.604554604310630e-05
8.490151761773067e+00,1.407998058754711e-03,2.559280058126915e-03,3.417480649452567e-03,2.673209379205929e-05
8.648314716119053e+00,1.452697725284157e-03,2.629336315110087e-03,3.515383922477295e-03,2.742778330675989e-05
8.809424086598623e+00,1.498608720154604e-03,2.700443182378208e-03,3.615226017614054e-03,2.813200892994248e-05
8.973534761969184e+00,1.545749858726516e-03,2.772647945539679e-03,3.716980616921982e-03,2.884408817301351e-05
9.140702653510273e+00,1.594139141672231e-03,2.845902744171521e-03,3.820614763306731e-03,2.956325574917812e-05
9.310984714072104e+00,1.643793637671541e-03,2.920278967244936e-03,3.926088289205080e-03,3.028865720695874e-05
9.484438957478989e+00,1.694729356761619e-03,2.996138781190782e-03,4.033353205472288e-03,3.101934213910264e-05
9.661124478294200e+00,1.746961113708932e-03,3.072874243923443e-03,4.142353047932850e-03,3.175425694036613e-05
9.841101471953055e+00,1.800502380730969e-03,3.150406844400755e-03,4.253022178900714e-03,3.249223708606671e-05
1.002443125527105e+01,1.855365128853443e-03,3.228648795319490e-03,4.365285040810713e-03,3.323199890160260e-05
1.021117628733403e+01,1.911559657143914e-03,3.307777962356676e-03,4.479055358929409e-03,3.397213079134759e-05
1.040140019077756e+01,1.969094409015307e-03,3.387442766681785e-03,4.594235289929222e-03,3.471108389343280e-05
1.059516777346265e+01,2.027975774742557e-03,3.467496320199608e-03,4.710714512914930e-03,3.544716212491838e-05
1.079254505055531e+01,2.088207879282266e-03,3.547806266641773e-03,4.828369259284798e-03,3.617851157973144e-05
1.099359926701746e+01,2.149792354428728e-03,3.627485903833980e-03,4.947061277590096e-03,3.690310923949598e-05
1.119839892051673e+01,2.212728094279799e-03,3.707059157807198e-03,5.066636729324754e-03,3.761875095499633e-05
1.140701378476316e+01,2.277010992922536e-03,3.786393065837119e-03,5.186925011331768e-03,3.832303865349562e-05
1.161951493328051e+01,2.342633663181210e-03,3.865524900493612e-03,5.307737500252924e-03,3.901336672446472e-05
1.183597476362060e+01,2.409585135199006e-03,3.944721906362195e-03,5.428866214173818e-03,3.968690753347617e-05
1.205646702202845e+01,2.477850533548988e-03,4.023142046462808e-03,5.550082429382971e-03,4.034059601116212e-05
1.228106682856722e+01,2.547410731489925e-03,4.100613205720514e-03,5.671135899014552e-03,4.097111326367064e-05
1.250985070271095e+01,2.618241980897504e-03,4.176604197019635e-03,5.791757445049870e-03,4.157550751863546e-05
1.274289658941425e+01,2.690315516311587e-03,4.251220703599506e-03,5.911664456789994e-03,4.215295081584383e-05
1.298028388566751e+01,2.763597131444754e-03,4.324408928288075e-03,6.030580512205771e-03,4.270313830812794e-05
1.322209346754689e+01,2.838046726396387e-03,4.396423797650670e-03,6.148227706559219e-03,4.322579215963804e-05
1.346840771776817e+01,2.913617823709515e-03,4.467080889716580e-03,6.264342967764244e-03,4.372066601985789e-05
1.371931055375394e+01,2.990257051294262e-03,4.535921089415105e-03,6.378683774610666e-03,4.418755296026445e-05
1.397488745622366e+01,3.067903590121598e-03,4.602778955222956e-03,6.490994667904276e-03,4.462628073713232e-05
1.423522549831626e+01,3.146488584463886e-03,4.667536527944278e-03,6.601057791918516e-03,4.503672456307363e-05
1.450041337525532e+01,3.225934512323903e-03,4.730143106896842e-03,6.708672174791010e-03,4.541880656515611e-05
1.477054143456689e+01,3.306154513551276e-03,4.790225211005716e-03,6.813608651238667e-03,4.577250234660441e-05
1.504570170686019e+01,3.387051672994041e-03,4.847758291860349e-03,6.915720292160917e-03,4.609784633808988e-05
1.532598793718177e+01,3.468518255872888e-03,4.902871440503128e-03,7.014799999534250e-03,4.639493663851988e-05
1.561149561695373e+01,3.550434892396048e-03,4.955167633432889e-03,7.110704318369044e-03,4.666394139903691e-05
1.590232201650694e+01,3.632669708453167e-03,5.004832580811066e-03,7.203298348305731e-03,4.690510454597364e-05
1.619856621822032e+01,3.715077399036263e-03,5.052456483923970e-03,7.292410306177412e-03,4.711875419895785e-05
1.650032915027748e+01,3.797498240834549e-03,5.099806721502055e-03,7.377976300532588e-03,4.730530841894685e-05
1.680771362105213e+01,3.879757040236646e-03,5.144528098713854e-03,7.459808876096122e-03,4.746528425035717e-05
1.712082435413421e+01,3.961662012748774e-03,5.185572173359410e-03,7.537897355259781e-03,4.759930465376492e-05
1.743976802400839e+01,4.043003654644353e-03,5.223483250308672e-03,7.612054111847765e-03,4.770811088273458e-05
1.776465329239725e+01,4.123555662733171e-03,5.258360721027795e-03,7.682309581807856e-03,4.779256599091603e-05
1.809559084528158e+01,4.203081756323934e-03,5.289752189882267e-03,7.748486372310466e-03,4.785367124534414e-05
1.843269343061019e+01,4.281342501005863e-03,5.318532893475184e-03,7.810643511264871e-03,4.789257425665884e-05
1.877607589671234e+01,4.358098464645955e-03,5.347840036175470e-03,7.868640467271475e-03,4.791058219758917e-05
1.912585523142571e+01,4.433112229828654e-03,5.374646918374633e-03,7.922518381208530e-03,4.790916852269987e-05
1.948215060195324e+01,4.506149944409676e-03,5.396287213080974e-03,7.972241353390050e-03,4.788999789829221e-05
1.984508339546256e+01,4.576982486507663e-03,5.414950925832543e-03,8.017743987896096e-03,4.785492920019268e-05
2.021477726044165e+01,4.645386447576606e-03,5.434093309906207e-03,8.059163975058875e-03,4.780603565940345e-05
2.059135814882494e+01,4.711144928565209e-03,5.452306760401803e-03,8.096344927893562e-03,4.774562221299053e-05
2.097495435890427e+01,4.774048099713882e-03,5.467641501380410e-03,8.129503222030854e-03,4.767623905038887e-05
2.136569657903906e+01,4.833894059892332e-03,5.480631473349699e-03,8.158598534321269e-03,4.760070428402833e-05
2.176371793218094e+01,4.890489069976254e-03,5.488881722335998e-03,8.183608657565957e-03,4.752643728541508e-05
2.216915402122767e+01,4.943648255045304e-03,5.494232735118625e-03,8.204814703100095e-03,4.744473138368218e-05
2.258214297522209e+01,4.993196315880128e-03,5.502186281122667e-03,8.222083402444656e-03,4.736021011277100e-05
2.300282549641165e+01,5.038967821397383e-03,5.509461759434158e-03,8.235543177454788e-03,4.727276791507254e-05
2.343134490818455e+01,5.080807332751644e-03,5.515637990108575e-03,8.245385457367528e-03,4.718231518561669e-05
2.386784720389903e+01,5.118570403314030e-03,5.519650293230241e-03,8.251459197077289e-03,4.708875387390484e-05
2.431248109662215e+01,5.152124751892842e-03,5.519715447202559e-03,8.253955001978879e-03,4.699198434996945e-05
2.476539806979528e+01,5.181348904827340e-03,5.520627818968243e-03,8.253065444753441e-03,4.689190302327027e-05
2.522675242884330e+01,5.206134879870957e-03,5.522263695656531e-03,8.248651062769502e-03,4.678840423937911e-05
2.569670135374537e+01,5.226388339903289e-03,5.520145003560516e-03,8.240771135242147e-03,4.668137928095705e-05
2.617540495258494e+01,5.242027491378540e-03,5.517534711385931e-03,8.229735044153723e-03,4.657071594172285e-05
2.666302631609739e+01,5.252987704739652e-03,5.516860196861253e-03,8.215456180029406e-03,4.645630036440068e-05
2.715973157323382e+01,5.259217185937989e-03,5.512460795484998e-03,8.197871448116626e-03,4.633801377994387e-05
2.766568994775992e+01,5.260684215748269e-03,5.506322405605567e-03,8.177130779294621e-03,4.621573527256457e-05
2.818107381590929e+01,5.257370783493091e-03,5.501580743068347e-03,8.153502497011893e-03,4.608934207531101e-05
2.870605876511068e+01,5.249281983531701e-03,5.492612167607497e-03,8.126872152232243e-03,4.595870437680445e-05
2.924082365380936e+01,5.236438409018337e-03,5.483633705843787e-03,8.097117254095393e-03,4.582369397378372e-05
2.978555067240277e+01,5.218885284392821e-03,5.480759733685042e-03,8.064412311576348e-03,4.568417587071916e-05
3.034042540531161e+01,5.196695095314782e-03,5.467735084755825e-03,8.029020474385175e-03,4.554001337874957e-05
3.090563689420683e+01,5.169961461819497e-03,5.456363419296416e-03,7.990917056699817e-03,4.539106495266471e-05
3.148137770241486e+01,5.138784147444781e-03,5.447860079173772e-03,7.949983608778240e-03,4.523719027301302e-05
3.206784398052248e+01,5.103277618596290e-03,5.435724522783047e-03,7.906170327708694e-03,4.507823889427038e-05
3.266523553320378e+01,5.063558694406697e-03,5.426756954809732e-03,7.859689970503351e-03,4.491406180239958e-05
3.327375588729226e+01,5.019752730292766e-03,5.407451830586271e-03,7.810792524651061e-03,4.474450444563829e-05
3.389361236112074e+01,4.971992379010902e-03,5.388453175631541e-03,7.759443330710906e-03,4.456941072269403e-05
3.452501613515328e+01,4.920409041489841e-03,5.382820224334192e-03,7.705549745904848e-03,4.438861972889266e-05
3.516818232393273e+01,4.865131930925009e-03,5.367315295197718e-03,7.649084701213393e-03,4.420196852522360e-05
3.582333004936867e+01,4.806288147669297e-03,5.350355373830589e-03,7.589947374365988e-03,4.400928762042308e-05
3.649068251539058e+01,4.744007786450787e-03,5.336989834843855e-03,7.528426358054741e-03,4.381040993333796e-05
3.717046708399178e+01,4.678422184602108e-03,5.320764120347582e-03,7.464758920851479e-03,4.360516033729352e-05
3.786291535268995e+01,4.609627373717737e-03,5.302360951778716e-03,7.398936482506379e-03,4.339336143529112e-05
3.856826323343063e+01,4.537819260493777e-03,5.287646183860603e-03,7.330950067937294e-03,4.317483669261130e-05
3.928675103296075e+01,4.463090957331867e-03,5.274659518340762e-03,7.260747462107258e-03,4.294939994674518e-05
4.001862353469925e+01,4.385568970379838e-03,5.251172868884152e-03,7.188314633565473e-03,4.271693105699495e-05
4.076413008213299e+01,4.305347745038345e-03,5.225072711198001e-03,7.113637604868106e-03,4.247705273203341e-05
4.152352466376621e+01,4.222619291106572e-03,5.212887266544310e-03,7.036663928880211e-03,4.222976221048369e-05
4.229706599965255e+01,4.137477872326006e-03,5.188028185943831e-03,6.957379298185705e-03,4.197480348292557e-05
4.308501762953899e+01,4.050022021351904e-03,5.167542076430305e-03,6.875949083616354e-03,4.171198129612947e-05
4.388764800265186e+01,3.960445944930875e-03,5.140425027062990e-03,6.792483191245227e-03,4.144109824499508e-05
4.470523056915555e+01,3.868821309105248e-03,5.123970595037704e-03,6.706958002451617e-03,4.116195475430637e-05
4.553804387331485e+01,3.775348550351147e-03,5.110458172481165e-03,6.619386252689161e-03,4.087434981384955e-05
4.638637164839299e+01,3.680104328853835e-03,5.088584662118320e-03,6.529774005206677e-03,4.057808131309818e-05
4.725050291331735e+01,3.583288983210118e-03,5.069215510245887e-03,6.438140984323856e-03,4.027294679138258e-05
4.813073207114612e+01,3.484984624163343e-03,5.032365256623867e-03,6.344477883448811e-03,3.995874008029472e-05
4.902735900936917e+01,3.385401952872383e-03,5.017161037388221e-03,6.248808181317326e-03,3.963525862116760e-05
4.994068920207750e+01,3.284637280955901e-03,4.989590711247825e-03,6.151149410124269e-03,3.930229782182296e-05
5.087103381403598e+01,3.182904622583530e-03,4.970609123138289e-03,6.051533292489229e-03,3.895965466796282e-05
5.181870980669482e+01,3.080301184147798e-03,4.955976229952823e-03,5.949971289579456e-03,3.860712614032965e-05
5.278404004617603e+01,2.977014735226637e-03,4.924158057916096e-03,5.846503049639308e-03,3.824451070402340e-05
5.376735341327144e+01,2.873242167317786e-03,4.894148857909804e-03,5.741165771268228e-03,3.787161080947787e-05
5.476898491548994e+01,2.769088855268564e-03,4.879530317069082e-03,5.634004410242755e-03,3.748822977192234e-05
5.578927580119204e+01,2.664750199774656e-03,4.841837913255697e-03,5.525071180249473e-03,3.709417482703677e-05
5.682857367585063e+01,2.560427739869214e-03,4.803057342109892e-03,5.414423128665672e-03,3.668925829588949e-05
5.788723262047756e+01,2.456240570771177e-03,4.773530287851798e-03,5.302125145340538e-03,3.627329683906613e-05
5.896561331225639e+01,2.352387862700588e-03,4.767465250927382e-03,5.188254833953504e-03,3.584611228609224e-05
6.006408314742244e+01,2.249042765797348e-03,4.721600512195254e-03,5.072888476573683e-03,3.540753668777457e-05
6.118301636643187e+01,2.146387780881729e-03,4.697168222305352e-03,4.956122279408479e-03,3.495740518660117e-05
6.232279418146269e+01,2.044618390181524e-03,4.672959797063476e-03,4.838055724551934e-03,3.449556544403561e-05
6.348380490629083e+01,1.943895508197757e-03,4.646084362198700e-03,4.718799591971208e-03,3.402187385366261e-05
6.466644408858576e+01,1.844413134336128e-03,4.605428087093324e-03,4.598477900847781e-03,3.353619920925714e-05
6.587111464467066e+01,1.746355516872879e-03,4.592217398005753e-03,4.477227453923188e-03,3.303842240875550e-05
6.709822699679293e+01,1.649907107963285e-03,4.553337462334148e-03,4.355112037197306e-03,3.252843914612951e-05
6.834819921295201e+01,1.555251284625597e-03,4.542897832029023e-03,4.232071792951930e-03,3.200616212944144e-05
6.962145714933206e+01,1.462569806841133e-03,4.501745815336987e-03,4.108244921825674e-03,3.147151977500219e-05
7.091843459538789e+01,1.372040968902801e-03,4.468030749507941e-03,3.983790641273869e-03,3.092446154292225e-05
7.223957342163389e+01,1.283837723808576e-03,4.424916002377424e-03,3.858880716145322e-03,3.036495872782212e-05
7.358532373018589e+01,1.198126933152273e-03,4.412926309057452e-03,3.733704035100503e-03,2.979300641943139e-05
7.495614400810770e+01,1.115067151430698e-03,4.379381142881826e-03,3.608463062624033e-03,2.920862468200015e-05
7.635250128361413e+01,1.034806424636269e-03,4.332926951021165e-03,3.483375283847924e-03,2.861186199383145e-05
7.777487128518399e+01,9.574804304866725e-04,4.319296870462170e-03,3.358677665781715e-03,2.800280324608374e-05
7.922373860363751e+01,8.831981855926549e-04,4.309122316862334e-03,3.234370701036310e-03,2.738155950942358e-05
8.069959685723235e+01,8.120911681073483e-04,4.265246999123073e-03,3.110312320765032e-03,2.674828371777883e-05
8.220294885983596e+01,7.442410563554952e-04,4.250165492493449e-03,2.986727817271889e-03,2.610316793854573e-05
8.373430679223038e+01,6.797219463069926e-04,4.206750367543640e-03,2.863860070664907e-03,2.544645231976383e-05
8.529419237660852e+01,6.185843900121620e-04,4.184403151689483e-03,2.741967893974758e-03,2.477841749087148e-05
8.688313705432085e+01,5.608270152141373e-04,4.160399226760802e-03,2.621336802113606e-03,2.409940059911692e-05
8.850168216693365e+01,5.065091292123852e-04,4.109686350116754e-03,2.502018703236312e-03,2.340979361566409e-05
9.015037914065989e+01,4.555910355414305e-04,4.083330762026499e-03,2.383902717729769e-03,2.271004908213488e-05
9.182978967422613e+01,4.080334456728783e-04,4.084614710351237e-03,2.267258274583842e-03,2.200068637558586e-05
9.354048593023900e+01,3.637441086058348e-04,4.065359345167762e-03,2.152374011882750e-03,2.128229152862810e-05
9.528305073011676e+01,3.227042285005277e-04,4.041243239670754e-03,2.039555955206184e-03,2.055553172412424e-05
9.705807775265217e+01,2.847718426268285e-04,4.002805651980050e-03,1.928771895446237e-03,1.982115305614353e-05
9.886617173627445e+01,2.499092831265856e-04,3.979089992602325e-03,1.820044985750286e-03,1.907999346780843e-05
1.007079486850791e+02,2.179914078843968e-04,3.970381004687868e-03,1.713666156949857e-03,1.833298153229334e-05
1.025840360786959e+02,1.888808561026854e-04,3.938511021541698e-03,1.609950734994713e-03,1.758115216334034e-05
1.044950730860666e+02,1.625256151749571e-04,3.916239487545532e-03,1.508964124767708e-03,1.682564904773352e-05
1.064417107832049e+02,1.387466467452347e-04,3.903299777593504e-03,1.768685521722109e-03,1.606773414900818e-05
1.084246123750131e+02,1.174813123045848e-04,3.885639754974021e-03,1.994574945362885e-03,1.530879763654966e-05
1.104444534212312e+02,9.853844901581339e-05,3.856551518408352e-03,2.125119274515627e-03,1.455036523601389e-05
1.125019220665952e+02,8.181501063519494e-05,3.831382911495730e-03,2.218870944505632e-03,1.379410944251735e-05
1.145977192752824e+02,6.720372255517940e-05,3.820888212744539e-03,2.299476696112746e-03,1.304186062496175e-05
1.167325590697251e+02,5.449972084099968e-05,3.823422701760535e-03,2.371717977734630e-03,1.229561582590714e-05
1.189071687738724e+02,4.358955476772344e-05,3.805452754900416e-03,2.430810756300133e-03,1.155755339017880e-05
1.211222892609843e+02,3.435880997885914e-05,3.780536664575251e-03,2.500230658202358e-03,1.083004543537948e-05
1.233786752060414e+02,2.659423255393971e-05,3.783174880113304e-03,2.529325923301025e-03,1.011566899594819e-05
1.256770953428572e+02,2.018025550256227e-05,3.766778443581526e-03,2.598830874636659e-03,9.417223710027714e-06
1.280183327259799e+02,1.500306134744933e-05,3.745028900599488e-03,2.645581071683644e-03,8.737744694703709e-06
1.304031849974734e+02,1.085037218750647e-05,3.730926166445395e-03,2.702747701704395e-03,8.080520892632020e-06
1.328324646586675e+02,7.614492948341210e-06,3.696533150873474e-03,2.716013575675240e-03,7.448463136171244e-06
1.353069993469716e+02,5.158690906830679e-06,3.655155603172841e-03,2.792362219712889e-03,6.842356347685979e-06
1.378276321178443e+02,3.352731237133673e-06,3.645343767209922e-03,2.840053718587659e-03,6.262471414348793e-06
1.403952217320160e+02,2.074301980308817e-06,3.612036818752889e-03,2.893770644716135e-03,5.709049339732890e-06
1.430106429480624e+02,1.210699848866042e-06,3.596388181590969e-03,2.896436543584415e-03,5.182297565185814e-06
1.456747868204284e+02,6.601747289434278e-07,3.598828338955972e-03,2.943582207518276e-03,4.682386140148520e-06
1.483885610030031e+02,3.336776251349164e-07,3.559105491525701e-03,2.953302115985255e-03,4.209446632630218e-06
1.511528900583513e+02,1.562604502385588e-07,3.505222839862638e-03,3.005100364670954e-03,3.763561350556495e-06
1.539687157727046e+02,6.844240915576714e-08,3.457051772647927e-03,3.002495490128512e-03,3.344765283704047e-06
1.568369974768214e+02,2.694953532735218e-08,3.386198130969852e-03,3.036974803705653e-03,2.953038632064127e-06
1.597587123728232e+02,5.420333803947566e-09,3.355246912488642e-03,3.105746373490511e-03,2.588301388331216e-06
1.627348558671204e+02,0.000000000000000e+00,3.278677201207194e-03,3.074640666860047e-03,2.250407958319045e-06
1.657664419095396e+02,0.000000000000000e+00,3.224762496766793e-03,3.049407944656903e-03,1.939141349084889e-06
1.688545033387690e+02,0.000000000000000e+00,3.115828663344816e-03,3.071884470038894e-03,1.654206552874778e-06
1.720000922342384e+02,0.000000000000000e+00,3.030030812630394e-03,3.019898003271411e-03,1.395223659712214e-06
1.752042802745554e+02,0.000000000000000e+00,2.907591784033798e-03,2.993584748099222e-03,1.161720244685850e-06
1.784681591026176e+02,0.000000000000000e+00,2.812814901238892e-03,2.929043779581059e-03,9.531242450004799e-07
1.817928406975276e+02,0.000000000000000e+00,2.671113745889870e-03,2.896206432571337e-03,7.687542202713770e-07
1.851794577534359e+02,0.000000000000000e+00,2.507234842390336e-03,2.800665283423567e-03,6.078115189494226e-07
1.886291640654412e+02,0.000000000000000e+00,2.334557794018169e-03,2.722175631625929e-03,4.693698481822617e-07
1.921431349226798e+02,0.000000000000000e+00,2.168081675571434e-03,2.613854580772056e-03,3.523653248772217e-07
1.957225675087381e+02,0.000000000000000e+00,1.956430925607015e-03,2.481710909650466e-03,2.555852032833709e-07
1.993686813095234e+02,0.000000000000000e+00,1.737202050034463e-03,2.343993392462202e-03,1.776561496547492e-07
2.030827185287347e+02,0.000000000000000e+00,1.506272371472091e-03,2.172902542742913e-03,1.170322093062669e-07
2.068659445110712e+02,0.000000000000000e+00,1.260885439349607e-03,1.965657646961827e-03,7.198010448850563e-08
2.107196481733260e+02,0.000000000000000e+00,1.001970226904460e-03,1.743746414568725e-03,4.056603710888405e-08
2.146451424435109e+02,0.000000000000000e+00,7.298258782258738e-04,1.510650212925906e-03,2.063983662186591e-08
2.186437647081606e+02,0.000000000000000e+00,4.741131665333419e-04,1.248000597351881e-03,9.821830374740807e-09
2.227168772679707e+02,0.000000000000000e+00,2.386492959595306e-04,9.837673454688733e-04,5.473736331976822e-09
2.268658678019230e+02,0.000000000000000e+00,5.706818870076433e-05,6.841711797535188e-04,4.698595174668845e-09
2.310921498400576e+02,0.000000000000000e+00,2.449095412802921e-07,4.131071728798067e-04,0.000000000000000e+00
2.353971632450519e+02,0.000000000000000e+00,9.755873999017312e-08,1.714153126524369e-04,0.000000000000000e+00
2.397823747027711e+02,0.000000000000000e+00,7.063155462885771e-08,1.143167407639211e-05,0.000000000000000e+00
2.442492782219570e+02,0.000000000000000e+00,2.187645079991713e-08,0.000000000000000e+00,0.000000000000000e+00
2.487993956432260e+02,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00,0.000000000000000e+00
