# energy,pi_pi_eta,pi_rho
1.096884688980811e+02,2.017156200550305e-03,9.868619879476248e-07
1.117318543151381e+02,1.863766424939274e-03,8.485581157482530e-07
1.138133059391957e+02,1.716666413038228e-03,7.201691867253347e-07
1.159335329052526e+02,1.576231423568582e-03,6.018517594419413e-07
1.180932575587767e+02,1.442566976315192e-03,4.937557220108575e-07
1.202932157018026e+02,1.315620974243217e-03,3.960273795858296e-07
1.225341568436135e+02,1.195719357364576e-03,3.087989623514472e-07
1.248168444560942e+02,1.082782323663460e-03,2.321970570607792e-07
1.271420562338395e+02,9.767301232510848e-04,1.663367088138412e-07
1.295105843591092e+02,8.776198584328341e-04,1.113212016300399e-07
1.319232357717188e+02,7.850713711664355e-04,6.724042473183045e-08
1.343808324439578e+02,6.990922551849969e-04,3.416941931266200e-08
1.368842116606293e+02,6.193977001794262e-04,1.216754974623396e-08
1.394342263043069e+02,5.458324052668566e-04,1.275303831896593e-09
1.420317451459053e+02,4.782291650010169e-04,0.000000000000000e+00
1.446776531406642e+02,4.163104474334579e-04,0.000000000000000e+00
1.473728517296459e+02,3.599497137316726e-04,0.000000000000000e+00
1.501182591468493e+02,3.088366935785454e-04,0.000000000000000e+00
1.529148107320454e+02,2.628010586720329e-04,0.000000000000000e+00
1.557634592494409e+02,2.215711052620436e-04,0.000000000000000e+00
1.586651752122776e+02,1.848898511610970e-04,0.000000000000000e+00
1.616209472134787e+02,1.525481126195742e-04,0.000000000000000e+00
1.646317822624558e+02,1.241863917144728e-04,0.000000000000000e+00
1.676987061281886e+02,9.970442518068421e-05,0.000000000000000e+00
1.708227636886973e+02,7.868851054121430e-05,0.000000000000000e+00
1.740050192870247e+02,6.085092128960530e-05,0.000000000000000e+00
1.772465570938493e+02,4.610025020974250e-05,0.000000000000000e+00
1.805484814768551e+02,3.396102428487313e-05,0.000000000000000e+00
1.839119173769805e+02,2.418815462537963e-05,0.000000000000000e+00
1.873380106916781e+02,1.661234369474907e-05,0.000000000000000e+00
1.908279286653125e+02,1.084305476489768e-05,0.000000000000000e+00
1.943828602868326e+02,6.626832138955798e-06,0.000000000000000e+00
1.980040166948504e+02,3.694355058934603e-06,0.000000000000000e+00
2.016926315902678e+02,1.790590515681839e-06,0.000000000000000e+00
2.054499616565882e+02,6.758102305128636e-07,0.000000000000000e+00
2.092772869880602e+02,2.342305112420504e-07,0.000000000000000e+00
2.131759115257955e+02,3.826802127803678e-08,0.000000000000000e+00
2.171471635020119e+02,0.000000000000000e+00,0.000000000000000e+00
2.211923958925524e+02,0.000000000000000e+00,0.000000000000000e+00
2.253129868778339e+02,0.000000000000000e+00,0.000000000000000e+00
2.295103403123824e+02,0.000000000000000e+00,0.000000000000000e+00
2.337858862031167e+02,0.000000000000000e+00,0.000000000000000e+00
2.381410811965402e+02,0.000000000000000e+00,0.000000000000000e+00
2.425774090750099e+02,0.000000000000000e+00,0.000000000000000e+00
2.470963812622498e+02,0.000000000000000e+00,0.000000000000000e+00
2.516995373382819e+02,0.000000000000000e+00,0.000000000000000e+00
2.563884455639491e+02,0.000000000000000e+00,0.000000000000000e+00
2.611647034152105e+02,0.000000000000000e+00,0.000000000000000e+00
2.660299381273892e+02,0.000000000000000e+00,0.000000000000000e+00
2.709858072495592e+02,0.000000000000000e+00,0.000000000000000e+00
2.760339992092599e+02,0.000000000000000e+00,0.000000000000000e+00
2.811762338877314e+02,0.000000000000000e+00,0.000000000000000e+00
2.864142632058639e+02,0.000000000000000e+00,0.000000000000000e+00
2.917498717210653e+02,0.000000000000000e+00,0.000000000000000e+00
2.971848772352459e+02,0.000000000000000e+00,0.000000000000000e+00
3.027211314141299e+02,0.000000000000000e+00,0.000000000000000e+00
3.083605204181045e+02,0.000000000000000e+00,0.000000000000000e+00
3.141049655448202e+02,0.000000000000000e+00,0.000000000000000e+00
3.199564238837625e+02,0.000000000000000e+00,0.000000000000000e+00
3.259168889830183e+02,0.000000000000000e+00,0.000000000000000e+00
3.319883915284618e+02,0.000000000000000e+00,0.000000000000000e+00
3.381730000355951e+02,0.000000000000000e+00,0.000000000000000e+00
3.444728215542748e+02,0.000000000000000e+00,0.000000000000000e+00
3.508900023865694e+02,0.000000000000000e+00,0.000000000000000e+00
3.574267288179872e+02,0.000000000000000e+00,0.000000000000000e+00
3.640852278623281e+02,0.000000000000000e+00,0.000000000000000e+00
3.708677680204099e+02,0.000000000000000e+00,0.000000000000000e+00
3.777766600529311e+02,0.000000000000000e+00,0.000000000000000e+00
3.848142577677278e+02,0.000000000000000e+00,0.000000000000000e+00
3.919829588216995e+02,0.000000000000000e+00,0.000000000000000e+00
3.992852055376727e+02,0.000000000000000e+00,0.000000000000000e+00
4.067234857364821e+02,0.000000000000000e+00,0.000000000000000e+00
4.143003335845523e+02,0.000000000000000e+00,0.000000000000000e+00
4.220183304572697e+02,0.000000000000000e+00,0.000000000000000e+00
4.298801058184375e+02,0.000000000000000e+00,0.000000000000000e+00
4.378883381161144e+02,0.000000000000000e+00,0.000000000000000e+00
4.460457556951420e+02,0.000000000000000e+00,0.000000000000000e+00
4.543551377266710e+02,0.000000000000000e+00,0.000000000000000e+00
4.628193151550052e+02,0.000000000000000e+00,0.000000000000000e+00
