# energy,pi_pi_pi0,pi_pi,mu_mu
1.291452660366118e+01,3.117678069443538e-02,3.772506840754691e-04,6.533690048552269e-07
1.315511119377554e+01,3.143643765682219e-02,3.772251986488284e-04,6.533200264028551e-07
1.340017763187216e+01,3.261161313836505e-02,3.771987770840964e-04,6.532692280327584e-07
1.364980941025339e+01,3.286284754636880e-02,3.771713769821718e-04,6.532165425547830e-07
1.390409157659884e+01,3.310890596321659e-02,3.771429616285276e-04,6.531619003231364e-07
1.416311076294055e+01,3.334956418935298e-02,3.771135028895402e-04,6.531052291480873e-07
1.442695521517780e+01,3.436903575947297e-02,3.770829527710546e-04,6.530464542045769e-07
1.469571482314189e+01,3.459714980718670e-02,3.770512761321088e-04,6.529854979376358e-07
1.496948115122091e+01,3.481853366495503e-02,3.770184313731801e-04,6.529222799645014e-07
1.524834746955504e+01,3.503259135692145e-02,3.769843771132319e-04,6.528567169733276e-07
1.553240878581298e+01,3.523898419335162e-02,3.769490639934005e-04,6.527887226183715e-07
1.582176187756039e+01,3.607865894462776e-02,3.769124534238579e-04,6.527182074115421e-07
1.611650532523123e+01,3.626930025733555e-02,3.768745008906744e-04,6.526450786101935e-07
1.641673954571342e+01,3.645161680869658e-02,3.768351365413998e-04,6.525692401010365e-07
1.672256682656009e+01,3.662576455605723e-02,3.767943314453457e-04,6.524905922800444e-07
1.703409136083821e+01,3.679162761322234e-02,3.767520258765460e-04,6.524090319282194e-07
1.735141928262639e+01,3.742579978806799e-02,3.767081584943651e-04,6.523244520830911e-07
1.767465870317390e+01,3.757478062189294e-02,3.766625802581236e-04,6.522367419058046e-07
1.800391974773351e+01,3.771555016953277e-02,3.766155451331210e-04,6.521457865436567e-07
1.833931459308017e+01,3.784803015004685e-02,3.765666754552659e-04,6.520514669879393e-07
1.868095750572892e+01,3.797216803891824e-02,3.765160064498684e-04,6.519536599269325e-07
1.902896488086456e+01,3.808839059821693e-02,3.764634781162342e-04,6.518522375939025e-07
1.938345528199669e+01,3.819677318845287e-02,3.764090314725043e-04,6.517470676099386e-07
1.974454948135335e+01,3.859489016435166e-02,3.763525853896002e-04,6.516380128214725e-07
2.011237050102723e+01,3.868772641300837e-02,3.762940363595987e-04,6.515249311323099e-07
2.048704365488841e+01,3.877316210851846e-02,3.762334189284356e-04,6.514076753300071e-07
2.086869659127781e+01,3.885150157225049e-02,3.761705499019754e-04,6.512860929064138e-07
2.125745933649607e+01,3.892291279409723e-02,3.761053759525745e-04,6.511600258722051e-07
2.165346433910250e+01,3.898721576753645e-02,3.760378146309555e-04,6.510293105652163e-07
2.205684651503933e+01,3.904492097807458e-02,3.759678016000300e-04,6.508937774523956e-07
2.246774329359656e+01,3.909615505883526e-02,3.758952249554098e-04,6.507532509251770e-07
2.288629466423312e+01,3.914120026616777e-02,3.758199996574348e-04,6.506075490880786e-07
2.331264322427016e+01,3.923794129947504e-02,3.757420287846953e-04,6.504564835403222e-07
2.374693422747297e+01,3.927090066986651e-02,3.756612269820431e-04,6.502998591502678e-07
2.418931563353780e+01,3.929849762786712e-02,3.755774825181356e-04,6.501374738224529e-07
2.463993815850064e+01,3.932057887625693e-02,3.754906862869663e-04,6.499691182570162e-07
2.509895532608506e+01,3.933735713085566e-02,3.754007355756747e-04,6.497945757012890e-07
2.556652352000654e+01,3.934929743363946e-02,3.753075154655879e-04,6.496136216933249e-07
2.604280203725132e+01,3.935633449530834e-02,3.752109102493583e-04,6.494260237971433e-07
2.652795314234760e+01,3.935870619177753e-02,3.751108000885751e-04,6.492315413294433e-07
2.702214212264792e+01,3.935662898984281e-02,3.750070607496344e-04,6.490299250775594e-07
2.752553734464129e+01,3.935002296044934e-02,3.748995645443877e-04,6.488209170084061e-07
2.803831031131440e+01,3.933918187780809e-02,3.747881672046752e-04,6.486042499681709e-07
2.856063572058139e+01,3.932442993084077e-02,3.746727526758797e-04,6.483796473724993e-07
2.909269152480218e+01,3.930569393584857e-02,3.745531644544781e-04,6.481468228869189e-07
2.963465899140942e+01,3.928307867202690e-02,3.744292473709526e-04,6.479054800972405e-07
3.018672276466503e+01,3.925700817315737e-02,3.743008638668424e-04,6.476553121696766e-07
3.074907092856706e+01,3.922744283410107e-02,3.741678497679084e-04,6.473960015004059e-07
3.132189507092855e+01,3.919431823860344e-02,3.740300458065186e-04,6.471272193543185e-07
3.190539034865000e+01,3.915792355786975e-02,3.738872807060036e-04,6.468486254926665e-07
3.249975555420795e+01,3.911841574289046e-02,3.737393851335856e-04,6.465598677893442e-07
3.310519318338202e+01,3.907573112607476e-02,3.735861660398575e-04,6.462605818355225e-07
3.372190950424374e+01,3.902980290532983e-02,3.734274540046337e-04,6.459503905323569e-07
3.435011462743054e+01,3.898090017476698e-02,3.732630505327658e-04,6.456289036714859e-07
3.499002257772884e+01,3.892915444269658e-02,3.730927549035725e-04,6.452957175030428e-07
3.564185136699074e+01,3.887449245822409e-02,3.729163648931337e-04,6.449504142908912e-07
3.630582306840901e+01,3.881684718956271e-02,3.727336508009640e-04,6.445925618548091e-07
3.698216389217576e+01,3.875624516031444e-02,3.725444528672688e-04,6.442217130993350e-07
3.767110426255054e+01,3.869293421764915e-02,3.723484782282632e-04,6.438374055289948e-07
3.837287889636420e+01,3.856951530352091e-02,3.721455664808742e-04,6.434391607496346e-07
3.908772688298514e+01,3.850062993057008e-02,3.719353456544826e-04,6.430264839555806e-07
3.981589176577528e+01,3.842885332386426e-02,3.717176966029991e-04,6.425988634023553e-07
4.055762162506345e+01,3.835413560951920e-02,3.714923145555094e-04,6.421557698646804e-07
4.131316916266448e+01,3.827664213622593e-02,3.712589389651141e-04,6.416966560795085e-07
4.208279178797289e+01,3.819636973741338e-02,3.710172922653504e-04,6.412209561738231e-07
4.286675170566025e+01,3.811323784635351e-02,3.707671073253686e-04,6.407280850769651e-07
4.366531600500644e+01,3.802717507953629e-02,3.705080780529701e-04,6.402174379172441e-07
4.447875675089490e+01,3.793810416572588e-02,3.702399084617741e-04,6.396883894026075e-07
4.530735107650310e+01,3.784595115619767e-02,3.699622891800167e-04,6.391402931851544e-07
4.615138127771991e+01,3.745317199651253e-02,3.696749017168451e-04,6.385724812092899e-07
4.701113490932141e+01,3.735487544129437e-02,3.693774168070492e-04,6.379842630433369e-07
4.788690488293885e+01,3.725346258992704e-02,3.690694939765885e-04,6.373749251944335e-07
4.877898956685140e+01,3.714885377978380e-02,3.687507864495131e-04,6.367437304065704e-07
4.968769288763799e+01,3.704096456358209e-02,3.684209316937755e-04,6.360899169416396e-07
5.061332443372283e+01,3.692971916294439e-02,3.680795569273002e-04,6.354126978433904e-07
5.155619956084985e+01,3.681503093175797e-02,3.677262690344121e-04,6.347112601842168e-07
5.251663949952209e+01,3.621995644158094e-02,3.673606966005411e-04,6.339847642947305e-07
5.349497146444246e+01,3.609819661205033e-02,3.669824412677607e-04,6.332323429761024e-07
5.449152876599340e+01,3.597278840904519e-02,3.665910432210661e-04,6.324531006951935e-07
5.550665092379320e+01,3.584365127023718e-02,3.661861012640826e-04,6.316461127625361e-07
5.654068378236782e+01,3.571073078613624e-02,3.657671660543411e-04,6.308104244932662e-07
5.759397962897751e+01,3.493297639028435e-02,3.653337782758813e-04,6.299450503511549e-07
5.866689731363847e+01,3.479222636489653e-02,3.648854610916182e-04,6.290489730759362e-07
5.975980237138032e+01,3.464743259063183e-02,3.644217695466278e-04,6.281211427941895e-07
6.087306714678122e+01,3.449850746055573e-02,3.639421680469469e-04,6.271604761140852e-07
6.200707092082282e+01,3.356063094885905e-02,3.634461601155186e-04,6.261658552043727e-07
6.316220004010848e+01,3.340342285005272e-02,3.629332202110896e-04,6.251361268580628e-07
6.433884804848866e+01,3.324204005875112e-02,3.624028090799246e-04,6.240701015413247e-07
6.553741582113840e+01,3.307640125274555e-02,3.618543777030307e-04,6.229665524282052e-07
6.675831170113241e+01,3.198685397422211e-02,3.612871627098842e-04,6.218242144218724e-07
6.800195163856462e+01,3.181246287422271e-02,3.607011493656981e-04,6.206417831631649e-07
6.926875933225915e+01,3.163358078356630e-02,3.600951766864092e-04,6.194179140273539e-07
7.055916637412142e+01,3.145029378413510e-02,3.594688462083261e-04,6.181512211101186e-07
7.187361239617820e+01,3.023384465350085e-02,3.588214326616180e-04,6.168402762038660e-07
7.321254522035706e+01,3.004185753048901e-02,3.581523868828864e-04,6.154836077656541e-07
7.457642101105584e+01,2.984541806283848e-02,3.574610150560233e-04,6.140796998781145e-07
7.596570443055451e+01,2.851811012454073e-02,3.567466383939570e-04,6.126269912049231e-07
7.738086879732212e+01,2.831268548122660e-02,3.560085623200334e-04,6.111238739425279e-07
7.882239624727289e+01,2.810304374467722e-02,3.552460758144380e-04,6.095686927700186e-07
8.029077789802623e+01,2.668778742696315e-02,3.544584540071495e-04,6.079597437992022e-07
8.178651401622693e+01,2.646959007144440e-02,3.536449452858348e-04,6.062952735271570e-07
8.331011418798222e+01,2.624705459521961e-02,3.528048042442163e-04,6.045734777937439e-07
8.486209749247395e+01,2.475733202264665e-02,3.519372310516637e-04,6.027925007467889e-07
8.644299267880497e+01,2.452687985924042e-02,3.510414452254014e-04,6.009504338178925e-07
8.805333834614002e+01,2.429250458807203e-02,3.501166388644140e-04,5.990453147120847e-07
8.969368312720243e+01,2.275248496820364e-02,3.491619919120499e-04,5.970751264148319e-07
9.136458587518919e+01,2.251062251300062e-02,3.481766447479110e-04,5.950377962201951e-07
9.306661585416801e+01,2.094998274523926e-02,3.471599119995757e-04,5.929311947842668e-07
9.480035293302139e+01,2.070131756824178e-02,3.461104445828468e-04,5.907531352083562e-07
9.656638778300358e+01,1.913047779432748e-02,3.450278168752759e-04,5.885013721567639e-07
9.836532207897785e+01,1.887580869000732e-02,3.439109859715880e-04,5.861736010143768e-07
1.001977687044026e+02,1.861844729538395e-02,3.427590256559382e-04,5.837674570897371e-07
1.020643519601365e+02,1.705836189651049e-02,3.415710076091456e-04,5.812805148696886e-07
1.039657077771322e+02,1.679635656837102e-02,3.403459902098605e-04,5.787102873321846e-07
1.059024839330945e+02,1.527281666126143e-02,3.390830177509010e-04,5.760542253243454e-07
1.078753402731722e+02,1.500718412966670e-02,3.377811260865872e-04,5.733097170134147e-07
1.098849489347636e+02,1.353840955729672e-02,3.364393383513850e-04,5.704740874188287e-07
1.119319945765071e+02,1.327039837409585e-02,3.350566830194553e-04,5.675445980342510e-07
1.140171746115414e+02,1.186996311280692e-02,3.336321353734036e-04,5.645184465490706e-07
1.161411994451066e+02,1.160085562301600e-02,3.321647283547107e-04,5.613927666795873e-07
1.183047927165756e+02,1.028715553665111e-02,3.306534488935136e-04,5.581646281208360e-07
1.205086915459926e+02,9.083606161155847e-03,3.290972936260809e-04,5.548310366308317e-07
1.227536467852028e+02,8.815780010939448e-03,3.274952487078192e-04,5.513889342598467e-07
1.250404232736643e+02,7.743023454937902e-03,3.258463141474907e-04,5.478351997382538e-07
1.273698000990209e+02,7.477775033807548e-03,3.241494842579347e-04,5.441666490374383e-07
1.297425708625335e+02,6.553577789108621e-03,3.224037637800601e-04,5.403800361193046e-07
1.321595439494522e+02,6.292792525295588e-03,3.206081612322380e-04,5.364720538910139e-07
1.346215428044290e+02,5.527475550448257e-03,3.187616976797577e-04,5.324393353827406e-07
1.371294062120574e+02,4.929597443380747e-03,3.168634126906206e-04,5.282784551674986e-07
1.396839885826417e+02,4.678662594466709e-03,3.149123591380039e-04,5.239859310433908e-07
1.422861602432867e+02,4.251819775236683e-03,3.129076101234909e-04,5.195582260000609e-07
1.449368077344130e+02,3.988331054360012e-03,3.108482669456174e-04,5.149917504926032e-07
1.476368341117934e+02,3.751357949096729e-03,3.087334604157829e-04,5.102828650477996e-07
1.503871592542187e+02,3.519835629083084e-03,3.065623584934143e-04,5.054278832292203e-07
1.531887201768917e+02,3.294169593311222e-03,3.043341709889530e-04,5.004230749895498e-07
1.560424713506633e+02,3.075048972276528e-03,3.020481420169291e-04,4.952646704403797e-07
1.589493850272116e+02,2.862573263322519e-03,2.997035759392420e-04,4.899488640717781e-07
1.619104515702828e+02,2.657067709799742e-03,1.012664406051381e-04,4.844718194560680e-07
1.649266797930984e+02,2.458967184660365e-03,9.880295523838729e-05,4.788296744725729e-07
1.679990973020529e+02,2.268924711460392e-03,9.627920650809709e-05,4.730185470924945e-07
1.711287508468090e+02,2.086697109993982e-03,9.369478176067826e-05,4.670345417657100e-07
1.743167066769199e+02,1.912659493749859e-03,9.104934897995045e-05,4.608737564539877e-07
1.775640509050901e+02,1.747273584180964e-03,8.834267272957524e-05,4.545322903580797e-07
1.808718898772084e+02,1.590384009314503e-03,8.557468836782032e-05,4.480062523892110e-07
1.842413505492690e+02,1.442092050902169e-03,8.274520489814948e-05,4.412917704388201e-07
1.876735808713195e+02,1.302696934525800e-03,7.985453534795918e-05,4.343850015038511e-07
1.911697501785567e+02,1.171881977548759e-03,7.690288007530899e-05,4.272821427286655e-07
1.947310495897126e+02,1.049427982555714e-03,7.389066162449389e-05,4.199794434285216e-07
1.983586924128570e+02,9.358831306630624e-04,7.081847485340104e-05,4.124732181638058e-07
2.020539145587652e+02,8.302568614685804e-04,6.768712673825352e-05,4.047598609385833e-07
2.058179749619812e+02,7.326359228134892e-04,6.449752992467059e-05,3.968358606017969e-07
2.096521560097295e+02,6.429538645450514e-04,6.125095564940928e-05,3.886978175343826e-07
2.135577639788122e+02,5.603894936433817e-04,5.794881503488189e-05,3.803424617109297e-07
2.175361294806510e+02,4.857136978957958e-04,5.459462338012938e-05,3.717666722300742e-07
2.215886079146129e+02,4.171586979823638e-04,5.127546399414820e-05,3.629674984138391e-07
2.257165799297884e+02,3.563666848144788e-04,4.804007112288242e-05,3.539421825824064e-07
2.299214518953644e+02,3.014757504341336e-04,4.489055419419778e-05,3.446881846175687e-07
2.342046563797678e+02,2.525129730264392e-04,4.182904423406869e-05,3.352032084351718e-07
2.385676526387267e+02,2.094582717649740e-04,3.885770965436409e-05,3.254852304944638e-07
2.430119271124317e+02,1.715263436541075e-04,3.597867404284645e-05,3.155325304802076e-07
2.475389939319517e+02,1.388802972320451e-04,3.319415901887856e-05,3.053437243019674e-07
2.521503954350900e+02,1.105866287229109e-04,3.050633189523628e-05,2.949177995639046e-07
2.568477026918442e+02,8.606643734638147e-05,2.791738816357344e-05,2.842541536680329e-07
2.616325160396612e+02,6.673613200717123e-05,2.542951262766892e-05,2.733526347239193e-07
2.665064656286569e+02,4.976628043041140e-05,2.304489716380196e-05,2.622135854486151e-07
2.714712119769995e+02,3.694060632238796e-05,2.076571586605594e-05,2.508378902518852e-07
2.765284465366323e+02,2.602571359454343e-05,1.859412961608078e-05,2.392270257139309e-07
2.816798922695421e+02,1.726051410871428e-05,1.653227666993739e-05,2.273831146754870e-07
2.869273042347558e+02,1.182906025629581e-05,1.458227044169815e-05,2.153089841737901e-07
2.922724701862798e+02,7.034369185855060e-06,1.274618642698860e-05,2.030082274721757e-07
2.977172111821704e+02,3.575859908452727e-06,1.102605801316351e-05,1.904852704463519e-07
3.032633822049584e+02,2.167861003868076e-06,9.423869170739831e-06,1.777454426064440e-07
3.089128727936258e+02,7.923556553172221e-07,7.941522039415283e-06,1.647950530510711e-07
3.146676076873563e+02,9.955069388741929e-08,6.580897443768424e-06,1.516414716678492e-07
3.205295474812835e+02,5.291087086448605e-08,5.343740671549043e-06,1.382932159140140e-07
3.265006892944462e+02,0.000000000000000e+00,4.231729669469906e-06,1.247600435315671e-07
3.325830674501965e+02,0.000000000000000e+00,3.246434398990118e-06,1.110530515735135e-07
3.387787541692741e+02,0.000000000000000e+00,2.389302204073575e-06,9.718478214242921e-08
3.450898602758013e+02,0.000000000000000e+00,1.661646852412415e-06,8.316933527123008e-08
3.515185359164194e+02,0.000000000000000e+00,1.064632115401056e-06,6.902248941499476e-08
3.580669712928336e+02,0.000000000000000e+00,0.000000000000000e+00,5.476183009472476e-08
3.647373974079923e+02,0.000000000000000e+00,0.000000000000000e+00,4.040688745332301e-08
3.715320868261788e+02,0.000000000000000e+00,0.000000000000000e+00,2.597928466282584e-08
3.784533544472523e+02,0.000000000000000e+00,0.000000000000000e+00,1.150291331132664e-08
